request_id,sample_id,model,prompt,evidence,attempted,finished,parse_status,reference,prediction,exact_match,cost_usd
S011_sonnet46_naive_short,S011,sonnet46,naive,short,True,True,valid,high,high,True,0.00267
S011_gpt56luna_decomposed_short,S011,gpt56luna,decomposed,short,True,True,valid,high,prohibited,False,0.00082135
S011_sonnet46_decomposed_expanded,S011,sonnet46,decomposed,expanded,True,True,valid,high,prohibited,False,0.009345
S011_kimi25_decomposed_short,S011,kimi25,decomposed,short,True,True,valid,high,high,True,0.01023891
S011_sonnet5_naive_short,S011,sonnet5,naive,short,True,True,valid,high,prohibited,False,0.001828
S011_kimi25_decomposed_expanded,S011,kimi25,decomposed,expanded,True,True,valid,high,prohibited,False,0.00999685
S011_gemma27b_decomposed_expanded,S011,gemma27b,decomposed,expanded,True,True,valid,high,high,True,0.000292955
S011_gpt52_naive_short,S011,gpt52,naive,short,True,True,valid,high,high,True,0.00521325
S011_haiku45_naive_short,S011,haiku45,naive,short,True,True,valid,high,high,True,0.000804
S011_gemini37f_naive_short,S011,gemini37f,naive,short,True,True,valid,high,prohibited,False,0.00142425
S011_grok46_naive_expanded,S011,grok46,naive,expanded,True,True,valid,high,prohibited,False,0.005134
S011_gpt52_decomposed_expanded,S011,gpt52,decomposed,expanded,True,True,valid,high,prohibited,False,0.00501025
S011_sonnet46_decomposed_short,S011,sonnet46,decomposed,short,True,True,valid,high,high,True,0.009384
S011_qwen38max_decomposed_short,S011,qwen38max,decomposed,short,True,True,missing_content,high,__missing__,False,0.025372
S011_kimi25_naive_expanded,S011,kimi25,naive,expanded,True,True,valid,high,prohibited,False,0.00245594
S013_haiku45_decomposed_short,S013,haiku45,decomposed,short,True,True,valid,high,high,True,0.003428
S013_kimi3_decomposed_expanded,S013,kimi3,decomposed,expanded,True,True,valid,high,high,True,0.0218964
S013_gemini37f_naive_expanded,S013,gemini37f,naive,expanded,True,True,valid,high,high,True,0.0018585
S013_kimi25_decomposed_short,S013,kimi25,decomposed,short,True,True,valid,high,minimal,False,0.00735927
S013_qwen38max_naive_short,S013,qwen38max,naive,short,True,True,missing_content,high,__missing__,False,0.025496
S013_sonnet5_decomposed_expanded,S013,sonnet5,decomposed,expanded,True,True,valid,high,high,True,0.013058
S013_grok46_naive_short,S013,grok46,naive,short,True,True,valid,high,minimal,False,0.01848
S013_kimi25_naive_short,S013,kimi25,naive,short,True,True,valid,high,minimal,False,0.00935256
S013_grok46_decomposed_short,S013,grok46,decomposed,short,True,True,valid,high,minimal,False,0.024902
S013_gemini3f_decomposed_short,S013,gemini3f,decomposed,short,True,True,valid,high,high,True,0.001489
S013_kimi3_naive_short,S013,kimi3,naive,short,True,True,valid,high,high,True,0.0327048
S013_sonnet46_decomposed_short,S013,sonnet46,decomposed,short,True,True,valid,high,high,True,0.009387
S013_kimi25_naive_expanded,S013,kimi25,naive,expanded,True,True,valid,high,high,True,0.00422085
S013_gemma27b_decomposed_short,S013,gemma27b,decomposed,short,True,True,valid,high,high,True,0.000290694
S013_gpt56sol_decomposed_short,S013,gpt56sol,decomposed,short,True,True,valid,high,high,True,0.003874
S013_gemini37f_decomposed_short,S013,gemini37f,decomposed,short,True,True,valid,high,high,True,0.007332
S013_gpt56luna_naive_short,S013,gpt56luna,naive,short,True,True,valid,high,minimal,False,0.0003904
S013_sonnet5_naive_short,S013,sonnet5,naive,short,True,True,valid,high,high,True,0.00226
S013_kimi3_decomposed_short,S013,kimi3,decomposed,short,True,True,valid,high,high,True,0.0160554
S013_sonnet46_naive_short,S013,sonnet46,naive,short,True,True,valid,high,high,True,0.002523
S013_qwen38max_decomposed_short,S013,qwen38max,decomposed,short,True,True,valid,high,high,True,0.02266
S013_kimi25_decomposed_expanded,S013,kimi25,decomposed,expanded,True,True,valid,high,minimal,False,0.01355251
S013_qwen3827b_naive_expanded,S013,qwen3827b,naive,expanded,True,True,valid,high,minimal,False,0.008069475
S013_gemini37f_decomposed_expanded,S013,gemini37f,decomposed,expanded,True,True,valid,high,minimal,False,0.00793275
S013_gemini3f_decomposed_expanded,S013,gemini3f,decomposed,expanded,True,True,valid,high,high,True,0.0015735
S013_gpt56sol_naive_short,S013,gpt56sol,naive,short,True,True,valid,high,minimal,False,0.003908
S013_gemini3f_naive_short,S013,gemini3f,naive,short,True,True,valid,high,high,True,0.000371
S013_gpt56sol_decomposed_expanded,S013,gpt56sol,decomposed,expanded,True,True,valid,high,minimal,False,0.004929
S013_gemma27b_decomposed_expanded,S013,gemma27b,decomposed,expanded,True,True,valid,high,high,True,0.000308663
S013_gemma27b_naive_expanded,S013,gemma27b,naive,expanded,True,True,valid,high,high,True,0.000082987
S013_qwen38max_decomposed_expanded,S013,qwen38max,decomposed,expanded,True,True,valid,high,high,True,0.017096
S013_gpt52_naive_expanded,S013,gpt52,naive,expanded,True,True,valid,high,minimal,False,0.0069685
S013_gemini37f_naive_short,S013,gemini37f,naive,short,True,True,valid,high,high,True,0.0017715
S013_gpt52_decomposed_expanded,S013,gpt52,decomposed,expanded,True,True,valid,high,high,True,0.0078442
S013_gemma27b_naive_short,S013,gemma27b,naive,short,True,True,valid,high,high,True,0.000065018
S013_gpt56luna_naive_expanded,S013,gpt56luna,naive,expanded,True,True,valid,high,minimal,False,0.000372
S013_gemini3f_naive_expanded,S013,gemini3f,naive,expanded,True,True,valid,high,high,True,0.0004495
S013_kimi3_naive_expanded,S013,kimi3,naive,expanded,True,True,valid,high,high,True,0.0094608
S013_gpt56luna_decomposed_short,S013,gpt56luna,decomposed,short,True,True,valid,high,minimal,False,0.0007152
S013_qwen3827b_decomposed_expanded,S013,qwen3827b,decomposed,expanded,True,True,valid,high,high,True,0.009775
S013_qwen3827b_naive_short,S013,qwen3827b,naive,short,True,True,valid,high,minimal,False,0.0156026
S013_haiku45_decomposed_expanded,S013,haiku45,decomposed,expanded,True,True,valid,high,minimal,False,0.0036
S013_sonnet5_naive_expanded,S013,sonnet5,naive,expanded,True,True,valid,high,high,True,0.002666
S013_haiku45_naive_expanded,S013,haiku45,naive,expanded,True,True,valid,high,high,True,0.001002
S013_gpt52_naive_short,S013,gpt52,naive,short,True,True,valid,high,high,True,0.002919
S013_grok46_decomposed_expanded,S013,grok46,decomposed,expanded,True,True,valid,high,high,True,0.042826
S013_gpt56luna_decomposed_expanded,S013,gpt56luna,decomposed,expanded,True,True,valid,high,minimal,False,0.0007477
S013_sonnet46_decomposed_expanded,S013,sonnet46,decomposed,expanded,True,True,valid,high,high,True,0.010038
S013_sonnet46_naive_expanded,S013,sonnet46,naive,expanded,True,True,valid,high,high,True,0.002994
S013_haiku45_naive_short,S013,haiku45,naive,short,True,True,valid,high,high,True,0.00086
S013_grok46_naive_expanded,S013,grok46,naive,expanded,True,True,valid,high,high,True,0.019904
S013_gpt52_decomposed_short,S013,gpt52,decomposed,short,True,True,valid,high,high,True,0.0062587
S013_gpt56sol_naive_expanded,S013,gpt56sol,naive,expanded,True,True,valid,high,high,True,0.004558
S013_qwen3827b_decomposed_short,S013,qwen3827b,decomposed,short,True,True,valid,high,high,True,0.015048825
S013_sonnet5_decomposed_short,S013,sonnet5,decomposed,short,True,True,invalid_json,high,__missing__,False,0.008742
S013_qwen38max_naive_expanded,S013,qwen38max,naive,expanded,True,True,missing_content,high,__missing__,False,0.025782
S009_kimi25_naive_short,S009,kimi25,naive,short,True,True,valid,high,high,True,0.00525597
S009_kimi3_naive_short,S009,kimi3,naive,short,True,True,valid,high,high,True,0.0043218
S009_kimi3_naive_expanded,S009,kimi3,naive,expanded,True,True,valid,high,high,True,0.0112788
S009_gpt52_decomposed_short,S009,gpt52,decomposed,short,True,True,valid,high,high,True,0.00699895
S009_sonnet46_naive_expanded,S009,sonnet46,naive,expanded,True,True,valid,high,high,True,0.002667
S009_qwen3827b_naive_expanded,S009,qwen3827b,naive,expanded,True,True,valid,high,high,True,0.002237625
S009_gpt56luna_decomposed_short,S009,gpt56luna,decomposed,short,True,True,valid,high,high,True,0.00063015
S009_kimi25_naive_expanded,S009,kimi25,naive,expanded,True,True,valid,high,high,True,0.00351177
S009_gemini37f_decomposed_expanded,S009,gemini37f,decomposed,expanded,True,True,valid,high,high,True,0.0039075
S009_gemini37f_decomposed_short,S009,gemini37f,decomposed,short,True,True,valid,high,high,True,0.00276375
S009_gpt52_naive_short,S009,gpt52,naive,short,True,True,valid,high,high,True,0.00246925
S009_gpt56luna_naive_short,S009,gpt56luna,naive,short,True,True,valid,high,high,True,0.0002746
S009_grok46_decomposed_short,S009,grok46,decomposed,short,True,True,valid,high,high,True,0.01487
S009_haiku45_decomposed_short,S009,haiku45,decomposed,short,True,True,valid,high,high,True,0.003222
S009_gemini3f_naive_expanded,S009,gemini3f,naive,expanded,True,True,valid,high,high,True,0.0004235
S009_grok46_naive_short,S009,grok46,naive,short,True,True,valid,high,high,True,0.00627
S009_gemma27b_decomposed_short,S009,gemma27b,decomposed,short,True,True,valid,high,high,True,0.000283549
S009_sonnet46_naive_short,S009,sonnet46,naive,short,True,True,valid,high,high,True,0.00225
S009_gemma27b_decomposed_expanded,S009,gemma27b,decomposed,expanded,True,True,valid,high,high,True,0.000298705
S009_sonnet5_naive_short,S009,sonnet5,naive,short,True,True,valid,high,high,True,0.001868
S009_sonnet5_decomposed_expanded,S009,sonnet5,decomposed,expanded,True,True,valid,high,high,True,0.010972
S009_haiku45_naive_short,S009,haiku45,naive,short,True,True,valid,high,high,True,0.000789
S009_qwen3827b_decomposed_short,S009,qwen3827b,decomposed,short,True,True,valid,high,high,True,0.004462925
S009_kimi25_decomposed_expanded,S009,kimi25,decomposed,expanded,True,True,valid,high,high,True,0.00766308
S009_gpt56sol_naive_expanded,S009,gpt56sol,naive,expanded,True,True,valid,high,high,True,0.002286
S009_sonnet5_naive_expanded,S009,sonnet5,naive,expanded,True,True,invalid_json,high,__missing__,False,0.00226
S009_gemma27b_naive_expanded,S009,gemma27b,naive,expanded,True,True,valid,high,high,True,0.000070548
S009_gpt52_naive_expanded,S009,gpt52,naive,expanded,True,True,valid,high,high,True,0.00298025
S009_grok46_naive_expanded,S009,grok46,naive,expanded,True,True,valid,high,high,True,0.00916
S009_gemini3f_decomposed_expanded,S009,gemini3f,decomposed,expanded,True,True,valid,high,high,True,0.0015115
S009_kimi3_decomposed_short,S009,kimi3,decomposed,short,True,True,valid,high,high,True,0.0052674
S009_gpt56luna_naive_expanded,S009,gpt56luna,naive,expanded,True,True,valid,high,high,True,0.0002678
S009_haiku45_decomposed_expanded,S009,haiku45,decomposed,expanded,True,True,valid,high,high,True,0.003426
S009_gpt56sol_naive_short,S009,gpt56sol,naive,short,True,True,valid,high,high,True,0.002134
S009_gpt56luna_decomposed_expanded,S009,gpt56luna,decomposed,expanded,True,True,valid,high,high,True,0.00037595
S009_sonnet46_decomposed_expanded,S009,sonnet46,decomposed,expanded,True,True,valid,high,high,True,0.009636
S009_qwen38max_decomposed_expanded,S009,qwen38max,decomposed,expanded,True,True,valid,high,high,True,0.010712
S009_qwen38max_decomposed_short,S009,qwen38max,decomposed,short,True,True,valid,high,high,True,0.008232
S009_gpt52_decomposed_expanded,S009,gpt52,decomposed,expanded,True,True,valid,high,high,True,0.00408275
S009_qwen38max_naive_short,S009,qwen38max,naive,short,True,True,valid,high,high,True,0.012076
S009_sonnet46_decomposed_short,S009,sonnet46,decomposed,short,True,True,valid,high,high,True,0.009429
S009_haiku45_naive_expanded,S009,haiku45,naive,expanded,True,True,valid,high,high,True,0.000863
S009_kimi25_decomposed_short,S009,kimi25,decomposed,short,True,True,valid,high,high,True,0.00936415
S009_gpt56sol_decomposed_expanded,S009,gpt56sol,decomposed,expanded,True,True,valid,high,high,True,0.0031715
S009_gemini37f_naive_expanded,S009,gemini37f,naive,expanded,True,True,valid,high,high,True,0.00104325
S009_kimi3_decomposed_expanded,S009,kimi3,decomposed,expanded,True,True,valid,high,high,True,0.0076044
S009_sonnet5_decomposed_short,S009,sonnet5,decomposed,short,True,True,valid,high,high,True,0.01051
S009_gpt56sol_decomposed_short,S009,gpt56sol,decomposed,short,True,True,valid,high,high,True,0.0039615
S009_qwen38max_naive_expanded,S009,qwen38max,naive,expanded,True,True,valid,high,high,True,0.00825
S009_gemini3f_naive_short,S009,gemini3f,naive,short,True,True,valid,high,high,True,0.000352
S009_qwen3827b_naive_short,S009,qwen3827b,naive,short,True,True,valid,high,high,True,0.0014467
S009_grok46_decomposed_expanded,S009,grok46,decomposed,expanded,True,True,valid,high,high,True,0.017304
S009_gemini3f_decomposed_short,S009,gemini3f,decomposed,short,True,True,valid,high,high,True,0.001512
S009_gemma27b_naive_short,S009,gemma27b,naive,short,True,True,valid,high,high,True,0.000056473
S009_gemini37f_naive_short,S009,gemini37f,naive,short,True,True,valid,high,high,True,0.00088575
S009_qwen3827b_decomposed_expanded,S009,qwen3827b,decomposed,expanded,True,True,valid,high,high,True,0.0061846
S005_kimi25_decomposed_expanded,S005,kimi25,decomposed,expanded,True,True,valid,high,high,True,0.01089954
S005_gemini3f_decomposed_short,S005,gemini3f,decomposed,short,True,True,valid,high,high,True,0.001496
S005_sonnet46_naive_short,S005,sonnet46,naive,short,True,True,valid,high,high,True,0.002238
S005_sonnet5_naive_expanded,S005,sonnet5,naive,expanded,True,True,valid,high,high,True,0.001852
S005_gpt56sol_naive_expanded,S005,gpt56sol,naive,expanded,True,True,valid,high,minimal,False,0.008056
S005_gpt56luna_naive_short,S005,gpt56luna,naive,short,True,True,valid,high,high,True,0.0006244
S005_gemini37f_decomposed_short,S005,gemini37f,decomposed,short,True,True,valid,high,minimal,False,0.0048465
S005_grok46_naive_short,S005,grok46,naive,short,True,True,valid,high,minimal,False,0.040506
S005_kimi3_naive_expanded,S005,kimi3,naive,expanded,True,True,valid,high,high,True,0.0100128
S005_sonnet5_decomposed_short,S005,sonnet5,decomposed,short,True,True,valid,high,minimal,False,0.025848
S005_kimi3_decomposed_expanded,S005,kimi3,decomposed,expanded,True,True,valid,high,minimal,False,0.0426384
S005_gpt52_naive_expanded,S005,gpt52,naive,expanded,True,True,valid,high,high,True,0.002765
S005_sonnet5_decomposed_expanded,S005,sonnet5,decomposed,expanded,True,True,invalid_json,high,__missing__,False,0.008584
S005_gemma27b_naive_short,S005,gemma27b,naive,short,True,True,valid,high,high,True,0.000053351
S005_gpt52_decomposed_short,S005,gpt52,decomposed,short,True,True,valid,high,high,True,0.0050582
S005_gpt56sol_naive_short,S005,gpt56sol,naive,short,True,True,valid,high,minimal,False,0.005334
S005_qwen3827b_decomposed_expanded,S005,qwen3827b,decomposed,expanded,True,True,valid,high,transparency,False,0.0154564
S005_kimi25_decomposed_short,S005,kimi25,decomposed,short,True,True,valid,high,high,True,0.01087978
S005_sonnet5_naive_short,S005,sonnet5,naive,short,True,True,valid,high,high,True,0.001816
S005_qwen3827b_decomposed_short,S005,qwen3827b,decomposed,short,True,True,valid,high,minimal,False,0.015961555
S005_sonnet46_naive_expanded,S005,sonnet46,naive,expanded,True,True,valid,high,high,True,0.002601
S005_kimi3_naive_short,S005,kimi3,naive,short,True,True,valid,high,high,True,0.0325338
S005_gpt56sol_decomposed_short,S005,gpt56sol,decomposed,short,True,True,valid,high,transparency,False,0.005699
S005_haiku45_decomposed_expanded,S005,haiku45,decomposed,expanded,True,True,valid,high,insufficient_information,False,0.003424
S005_qwen3827b_naive_expanded,S005,qwen3827b,naive,expanded,True,True,valid,high,minimal,False,0.010140075
S005_grok46_naive_expanded,S005,grok46,naive,expanded,True,True,valid,high,minimal,False,0.027262
S005_gemma27b_decomposed_expanded,S005,gemma27b,decomposed,expanded,True,True,valid,high,high,True,0.000287572
S005_gemini3f_decomposed_expanded,S005,gemini3f,decomposed,expanded,True,True,valid,high,high,True,0.0014785
S005_gemini37f_naive_short,S005,gemini37f,naive,short,True,True,valid,high,high,True,0.0014985
S005_gemini37f_decomposed_expanded,S005,gemini37f,decomposed,expanded,True,True,valid,high,minimal,False,0.00480525
S005_sonnet46_decomposed_short,S005,sonnet46,decomposed,short,True,True,valid,high,high,True,0.009027
S005_qwen38max_naive_short,S005,qwen38max,naive,short,True,True,missing_content,high,__missing__,False,0.025296
S005_gemini37f_naive_expanded,S005,gemini37f,naive,expanded,True,True,valid,high,high,True,0.0010935
S005_gpt52_naive_short,S005,gpt52,naive,short,True,True,valid,high,high,True,0.0020125
S005_qwen3827b_naive_short,S005,qwen3827b,naive,short,True,True,valid,high,high,True,0.01604205
S005_sonnet46_decomposed_expanded,S005,sonnet46,decomposed,expanded,True,True,valid,high,high,True,0.00945
S005_gemini3f_naive_expanded,S005,gemini3f,naive,expanded,True,True,valid,high,high,True,0.0003455
S005_kimi25_naive_expanded,S005,kimi25,naive,expanded,True,True,valid,high,high,True,0.00601578
S005_gpt56sol_decomposed_expanded,S005,gpt56sol,decomposed,expanded,True,True,valid,high,transparency,False,0.005614
S005_kimi25_naive_short,S005,kimi25,naive,short,True,True,valid,high,high,True,0.00415112
S005_haiku45_naive_expanded,S005,haiku45,naive,expanded,True,True,valid,high,high,True,0.000861
S005_gemini3f_naive_short,S005,gemini3f,naive,short,True,True,valid,high,high,True,0.000339
S005_gpt56luna_decomposed_short,S005,gpt56luna,decomposed,short,True,True,valid,high,transparency,False,0.0008109
S005_grok46_decomposed_short,S005,grok46,decomposed,short,True,True,valid,high,minimal,False,0.030446
S005_haiku45_decomposed_short,S005,haiku45,decomposed,short,True,True,valid,high,high,True,0.003178
S005_gemma27b_naive_expanded,S005,gemma27b,naive,expanded,True,True,valid,high,high,True,0.000059696
S005_gpt52_decomposed_expanded,S005,gpt52,decomposed,expanded,True,True,valid,high,high,True,0.0064855
S005_qwen38max_naive_expanded,S005,qwen38max,naive,expanded,True,True,missing_content,high,__missing__,False,0.025398
S005_gpt56luna_naive_expanded,S005,gpt56luna,naive,expanded,True,True,valid,high,high,True,0.0005184
S005_gemma27b_decomposed_short,S005,gemma27b,decomposed,short,True,True,valid,high,high,True,0.000279827
S005_qwen38max_decomposed_expanded,S005,qwen38max,decomposed,expanded,True,True,missing_content,high,__missing__,False,0.0254
S005_gpt56luna_decomposed_expanded,S005,gpt56luna,decomposed,expanded,True,True,valid,high,minimal,False,0.0006736
S005_haiku45_naive_short,S005,haiku45,naive,short,True,True,valid,high,high,True,0.000745
S005_grok46_decomposed_expanded,S005,grok46,decomposed,expanded,True,True,valid,high,minimal,False,0.03585
S005_kimi3_decomposed_short,S005,kimi3,decomposed,short,True,True,request_failed,high,__missing__,False,0.0623994
S005_qwen38max_decomposed_short,S005,qwen38max,decomposed,short,True,True,request_failed,high,__missing__,False,0.025298
S014_gemini37f_naive_short,S014,gemini37f,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.000942
S014_kimi25_decomposed_short,S014,kimi25,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.00568575
S014_gpt56luna_naive_expanded,S014,gpt56luna,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.0002022
S014_kimi3_decomposed_short,S014,kimi3,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.011232
S014_gpt56luna_naive_short,S014,gpt56luna,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.0001898
S014_qwen3827b_naive_short,S014,qwen3827b,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.000660025
S014_qwen38max_naive_short,S014,qwen38max,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.00253
S014_qwen3827b_naive_expanded,S014,qwen3827b,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.001138575
S014_kimi3_decomposed_expanded,S014,kimi3,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.013047
S014_haiku45_naive_short,S014,haiku45,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.00074
S014_kimi25_naive_expanded,S014,kimi25,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00234669
S014_grok46_naive_expanded,S014,grok46,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.003466
S014_gpt52_naive_expanded,S014,gpt52,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00370125
S014_kimi3_naive_short,S014,kimi3,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.006378
S014_gemini3f_naive_expanded,S014,gemini3f,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.0003975
S014_sonnet46_naive_short,S014,sonnet46,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.001923
S014_gemma27b_decomposed_short,S014,gemma27b,decomposed,short,True,True,valid,not_ai_system,minimal,False,0.000278984
S014_sonnet5_decomposed_expanded,S014,sonnet5,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00848
S014_kimi25_naive_short,S014,kimi25,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.00206264
S014_sonnet5_naive_expanded,S014,sonnet5,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.002108
S014_qwen38max_decomposed_expanded,S014,qwen38max,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.004154
S014_gpt52_decomposed_short,S014,gpt52,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.00358295
S014_haiku45_decomposed_expanded,S014,haiku45,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.003372
S014_gpt56sol_naive_short,S014,gpt56sol,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.001064
S014_sonnet5_naive_short,S014,sonnet5,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.001692
S014_gpt52_decomposed_expanded,S014,gpt52,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00490175
S014_gpt56sol_decomposed_expanded,S014,gpt56sol,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.0020215
S014_kimi3_naive_expanded,S014,kimi3,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.0034818
S014_gpt56sol_naive_expanded,S014,gpt56sol,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00134
S014_sonnet5_decomposed_short,S014,sonnet5,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.008144
S014_sonnet46_decomposed_expanded,S014,sonnet46,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.009609
S014_gemma27b_naive_short,S014,gemma27b,naive,short,True,True,valid,not_ai_system,transparency,False,0.000052908
S014_gemini37f_decomposed_short,S014,gemini37f,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.00249
S014_sonnet46_decomposed_short,S014,sonnet46,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.009012
S014_gemini37f_naive_expanded,S014,gemini37f,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.001227
S014_grok46_decomposed_expanded,S014,grok46,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.011256
S014_gemini37f_decomposed_expanded,S014,gemini37f,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.0027825
S014_qwen38max_naive_expanded,S014,qwen38max,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00276
S014_haiku45_decomposed_short,S014,haiku45,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.003133
S014_grok46_decomposed_short,S014,grok46,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.009522
S014_gpt56luna_decomposed_expanded,S014,gpt56luna,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00041575
S014_gemma27b_decomposed_expanded,S014,gemma27b,decomposed,expanded,True,True,valid,not_ai_system,minimal,False,0.000296834
S014_gemini3f_naive_short,S014,gemini3f,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.0003285
S014_kimi25_decomposed_expanded,S014,kimi25,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.0066025
S014_gpt52_naive_short,S014,gpt52,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.00164325
S014_grok46_naive_short,S014,grok46,naive,short,True,True,valid,not_ai_system,not_ai_system,True,0.003658
S014_gemini3f_decomposed_expanded,S014,gemini3f,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.0015305
S014_gpt56luna_decomposed_short,S014,gpt56luna,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.00030455
S014_qwen3827b_decomposed_short,S014,qwen3827b,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.00222275
S014_qwen3827b_decomposed_expanded,S014,qwen3827b,decomposed,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.00224128
S014_gemini3f_decomposed_short,S014,gemini3f,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.0014615
S014_qwen38max_decomposed_short,S014,qwen38max,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.003534
S014_haiku45_naive_expanded,S014,haiku45,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.000819
S014_sonnet46_naive_expanded,S014,sonnet46,naive,expanded,True,True,valid,not_ai_system,not_ai_system,True,0.002385
S014_gpt56sol_decomposed_short,S014,gpt56sol,decomposed,short,True,True,valid,not_ai_system,not_ai_system,True,0.0016715
S014_gemma27b_naive_expanded,S014,gemma27b,naive,expanded,True,True,valid,not_ai_system,transparency,False,0.000071158
S006_gemini37f_decomposed_short,S006,gemini37f,decomposed,short,True,True,valid,high,high,True,0.00694725
S006_qwen38max_decomposed_short,S006,qwen38max,decomposed,short,True,True,valid,high,high,True,0.00823
S006_gpt56luna_naive_expanded,S006,gpt56luna,naive,expanded,True,True,valid,high,high,True,0.0002314
S006_gpt56sol_naive_short,S006,gpt56sol,naive,short,True,True,valid,high,not_ai_system,False,0.002132
S006_gemma27b_naive_short,S006,gemma27b,naive,short,True,True,valid,high,high,True,0.00005525
S006_gpt56luna_decomposed_expanded,S006,gpt56luna,decomposed,expanded,True,True,valid,high,high,True,0.00068925
S006_gemini3f_decomposed_expanded,S006,gemini3f,decomposed,expanded,True,True,valid,high,high,True,0.001499
S006_kimi25_decomposed_expanded,S006,kimi25,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.013535315
S006_grok46_decomposed_expanded,S006,grok46,decomposed,expanded,True,True,valid,high,high,True,0.01401
S006_haiku45_naive_expanded,S006,haiku45,naive,expanded,True,True,valid,high,high,True,0.000889
S006_qwen3827b_naive_expanded,S006,qwen3827b,naive,expanded,True,True,valid,high,high,True,0.01215245
S006_kimi3_decomposed_short,S006,kimi3,decomposed,short,True,True,valid,high,high,True,0.0050844
S006_sonnet5_decomposed_short,S006,sonnet5,decomposed,short,True,True,valid,high,not_ai_system,False,0.012154
S006_grok46_naive_short,S006,grok46,naive,short,True,True,valid,high,high,True,0.0146
S006_grok46_naive_expanded,S006,grok46,naive,expanded,True,True,valid,high,not_ai_system,False,0.009226
S006_gemma27b_decomposed_short,S006,gemma27b,decomposed,short,True,True,valid,high,high,True,0.000281126
S006_gemini37f_decomposed_expanded,S006,gemini37f,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.003678
S006_gpt52_naive_short,S006,gpt52,naive,short,True,True,valid,high,high,True,0.0025025
S006_qwen38max_naive_expanded,S006,qwen38max,naive,expanded,True,True,valid,high,high,True,0.004934
S006_gpt52_naive_expanded,S006,gpt52,naive,expanded,True,True,valid,high,high,True,0.00372575
S006_sonnet5_naive_expanded,S006,sonnet5,naive,expanded,True,True,valid,high,high,True,0.002172
S006_kimi3_naive_short,S006,kimi3,naive,short,True,True,valid,high,high,True,0.0042588
S006_gemini37f_naive_expanded,S006,gemini37f,naive,expanded,True,True,valid,high,high,True,0.001425
S006_sonnet46_naive_short,S006,sonnet46,naive,short,True,True,valid,high,high,True,0.002109
S006_kimi25_naive_expanded,S006,kimi25,naive,expanded,True,True,valid,high,high,True,0.00897123
