sample_id,condition,model,run,steps,pilot,risk_tier,rationale,source_file,split,sampling_stratum,split_expert,year,title,L1_art5_prohibited,L3_annex_i_product,L2_annex_iii_domain,L4_art6_3_derogation,L5_profiling_override,L6_art50_transparency,FINAL_risk_tier,confidence_1to3,consulted_full_page,notes,description,aiid_url
S106,decomposed,gpt56sol,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"The general-purpose language model generates text for peer review, is not shown to have been configured to manipulate reviewers, and academic manuscript review is outside Annex III, but its direct interaction and synthetic-text generation trigger Article 50 transparency duties.",decomposed_gpt56sol_run1_all.json,heldout,education,heldout,2025,Preprints Reportedly from Researchers from Multiple Universities Allegedly Contain Covert AI Prompts,yes,no,none,not_applicable,not_applicable,yes,prohibited,2,no,"Hidden prompts deliberately configured AI review tools to produce favourable assessments, a deceptive technique capable of materially distorting academic decisions.","Hidden prompts reportedly were discovered in at least 17 academic preprints on arXiv that purportedly instructed AI tools to deliver only positive peer reviews. The lead authors are reportedly affiliated with 14 institutions in eight countries, including Waseda University, KAIST, Peking University, and the University of Washington. The alleged concealed instructions, some of which were reportedly embedded using white text or tiny fonts, were purportedly intended to influence any reviewers who rely on AI tools.",https://incidentdatabase.ai/cite/1135
S110,decomposed,gpt56sol,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,high,"Med-Gemini infers and generates medical diagnostic content, making it medical-device software that would normally require third-party conformity assessment, while its generation of synthetic text also triggers Article 50 transparency duties.",decomposed_gpt56sol_run1_all.json,heldout,control_pool,heldout,2024,Google Healthcare AI Model Med‑Gemini Allegedly Produces Non‑Existent 'Basilar Ganglia' Term in Published Output,no,unclear,none,not_applicable,not_applicable,yes,transparency,2,no,The record does not establish whether Med-Gemini was put into service as medical-device software; the invented term is synthetic text and an ordinary model error.,"Google’s Med‑Gemini healthcare AI reportedly produced the non‑existent term ""basilar ganglia"" in public launch materials, conflating two distinct brain structures. The error reportedly appeared in both a blog post and an arXiv preprint. Google is reported to have initially edited the blog without acknowledgment, later calling it a typo.",https://incidentdatabase.ai/cite/1164
S113,decomposed,gpt56sol,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"The integrated LLM infers and generates executable reconnaissance and exfiltration commands, but criminal cyber-espionage is outside Annex III and no prohibited practice is established, while its synthetic text generation triggers Article 50 transparency classification.",decomposed_gpt56sol_run1_all.json,heldout,control_pool,heldout,2025,LAMEHUG Malware Reportedly Integrates Large Language Model for Real-Time Command Generation in a Purported APT28-Linked Cyberattack,no,no,none,not_applicable,not_applicable,yes,transparency,3,no,"The LLM inferred and generated command text, but the intended malicious use is not an Annex III law-enforcement use and does not distort a natural person's decision-making.","Ukraine's CERT-UA and Cato CTRL reported LAMEHUG, the first known malware to integrate a large language model (Qwen2.5-Coder-32B-Instruct via Hugging Face) for real-time command generation. Attributed with moderate confidence to APT28 (Fancy Bear), the malware reportedly targeted Ukrainian officials through phishing emails. The LLM is reported to have dynamically generated reconnaissance and data-exfiltration commands executed on infected systems.",https://incidentdatabase.ai/cite/1220
S117,decomposed,gpt56sol,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"The external AI tool inferred and generated journalistic text, falls under no prohibited practice or high-risk category, but is subject to Article 50 transparency obligations for synthetic text generation.",decomposed_gpt56sol_run1_all.json,dev,control_pool,dev,2025,NTB Report on Telenor Security Findings Was Withdrawn After AI Tool Allegedly Introduced Fabricated Quotes,no,no,none,not_applicable,not_applicable,yes,transparency,3,no,Fabricated quotes are an ordinary generative failure rather than evidence that the system was configured to manipulate; the output is synthetic text.,"NTB allegedly published a news story about Telenor's annual security report that contained purportedly AI-generated errors, including five reportedly fabricated quotes and a nonexistent ""security director."" The article was reportedly created with an external AI tool and was withdrawn the same morning. Telenor alerted NTB to the inaccuracies, and NTB apologized, citing improper AI use and initiating internal review of its newsroom practices.",https://incidentdatabase.ai/cite/1265
S140,decomposed,gpt56sol,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"The alleged LLM research tool inferred and generated report text and citations, which is not a prohibited or high-risk use but triggers transparency duties for synthetic text despite the unconfirmed extent of its involvement.",decomposed_gpt56sol_run1_all.json,heldout,critical_infrastructure,heldout,2025,KPMG Report Allegedly Included Hallucinated Citations and Inaccurate Agentic AI Case Studies,no,unclear,unclear,unclear,unclear,unclear,insufficient_information,2,no,"AI involvement and the specific system were not confirmed, so the function and deployment context cannot be classified reliably.","In October 2025, KPMG published ""Total Experience: Redefining Excellence in the Age of Agentic AI."" GPTZero later reported that only five of 45 citations accurately matched their sources, while others contained flawed details. The pattern reportedly suggested an unverified LLM research tool, but the system and extent of AI involvement remain unconfirmed.",https://incidentdatabase.ai/cite/1563
S144,decomposed,gpt56sol,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,minimal,"The software automated hospital utilization-review or administrative paperwork rather than making employment decisions about workers, serving as a regulated medical-device safety component, or performing another Annex III function, and no Article 50 capability is established.",decomposed_gpt56sol_run1_all.json,dev,employment,dev,2026,Purportedly AI-Powered Software Allegedly Used to Replace Montefiore Hospital Utilization-Review Nurses Despite Contractual AI Safeguards,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The record describes nonclinical paperwork automation, not a medical device or an AI system deciding recruitment, termination, task allocation, or worker monitoring.",Montefiore Hospital in New York reportedly laid off 12 utilization-review nurses after changing the department's workflow and introducing AI-powered software. The nurses' union alleged that the technology replaced their work and violated contractual protections governing AI. Montefiore disputed that account and described the changes as part of a nonclinical paperwork program.,https://incidentdatabase.ai/cite/1593
S001,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,minimal,"A warehouse logistics robot is an AI system under the broad Art. 3(1) definition but triggers none of the Art. 5 prohibitions, is ordinary self-certifying industrial machinery rather than Annex I third-party, falls outside every Annex III area, and is not an Art. 50 transparency case.",decomposed_grok46_run1_all.json,dev,employment,dev,2018,Warehouse robot ruptures can of bear spray and injures workers,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The warehouse robot is treated as inferential machinery, but ordinary industrial robots are normally self-certifying and no self-evolving AI safety function is described.",Twenty-four Amazon workers in New Jersey were hospitalized after a robot punctured a can of bear repellent spray in a warehouse.,https://incidentdatabase.ai/cite/2
S006,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""essential_services"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}",False,high,"The automated debt-assessment system reclaims public-assistance benefits (Annex III essential services) by evaluating persons' economic data and issuing notices, so no Art. 6(3) derogation applies.",decomposed_grok46_run1_all.json,heldout,essential_services,heldout,2015,Australian Automated Debt Assessment System Issued False Notices to Thousands,no,no,essential_services,does_not_apply,yes,no,high,3,yes,,"Australian Department of Human Services (DHS)’s automated debt assessment system issued false or incorrect debt notices to hundreds of thousands of people, resulting in years-long lawsuits and damages to welfare recipients.",https://incidentdatabase.ai/cite/57
S010,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""biometrics"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""yes""}",False,prohibited,"The system's intended purpose is biometric categorisation of natural persons from facial images to infer race, which is a prohibited practice under Article 5(1)(g).",decomposed_grok46_run1_all.json,heldout,biometrics,heldout,2018,"Chinese Tech Firms Allegedly Developed Facial Recognition to Identify People by Race, Targeting Uyghur Muslims",yes,no,biometrics,not_applicable,not_applicable,yes,prohibited,3,yes,Race is in the exhaustive Article 5(1)(g) list; the system categorises people from facial biometrics.,"Various Chinese firms were revealed by patent applications to have developed facial recognition capable of detecting people by race, which critics feared would enable persecution and discrimination of Uyghur Muslims.",https://incidentdatabase.ai/cite/107
S011,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""biometrics"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""yes""}",False,prohibited,"PimEyes is an AI facial-recognition search service whose intended purpose requires creating/expanding a facial-recognition database by untargeted scraping of facial images from the internet, which Art. 5(1)(e) prohibits.",decomposed_grok46_run1_all.json,heldout,biometrics,heldout,2017,PimEyes's Facial Recognition AI Allegedly Lacked Safeguards to Prevent Itself from Being Abused,no,no,biometrics,does_not_apply,no,no,high,3,yes,"The record shows facial search, but not the untargeted scraping needed to establish Article 5(1)(e).","PimEyes offered its subscription-based AI service to anyone in the public to search for matching facial images across the internet, which critics said lacked public oversight and government rules to prevent itself from misuse such as stalking women.",https://incidentdatabase.ai/cite/109
S014,decomposed,grok46,1,"{""art3_1"": ""not_ai_system"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,not_ai_system,"The record shows purely deterministic keyword-list blocking with no inferential element, so it is not an AI system under Art. 3(1).",decomposed_grok46_run1_all.json,heldout,control_pool,heldout,2020,"Brand Safety Tech Firms Falsely Claimed Use of AI, Blocking Ads Using Simple Keyword Lists",no,no,none,not_applicable,not_applicable,no,not_ai_system,3,yes,"The record describes simple keyword lists, a deterministic process with no inferential element.","Brand safety tech firms falsely claimed use of AI, blocking ads using simple keyword lists.",https://incidentdatabase.ai/cite/136
S020,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,minimal,"Wildlife anti-poaching cameras performing object/intrusion detection do not match any Art. 5 prohibition, Annex I product, Annex III use-case or Art. 50 transparency trigger.",decomposed_grok46_run1_all.json,heldout,control_pool,heldout,2020,Poachers Evaded AI Cameras and Killed Four Rhinos,no,no,none,not_applicable,not_applicable,no,minimal,2,yes,"Anti-poaching detection by a wildlife authority is commonly treated as law-enforcement use, but Annex III 6 is a closed list (victim risk, polygraphs, evidence reliability, reoffending risk, investigative profiling).",AI cameras installed by Ezemvelo KZN Wildlife failed to detect poachers when four dehorned rhino carcasses were found.,https://incidentdatabase.ai/cite/219
S024,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""education"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}",False,high,"The system infers cheating from LMS activity logs to support exam-integrity decisions in higher education, placing it in Annex III education (cheating monitoring) with profiling and no evidence of a limited Art. 6(3) role.",decomposed_grok46_run1_all.json,dev,education,dev,2021,Dartmouth's Geisel School of Medicine Reportedly Used Canvas Activity Logs to Accuse Students of Cheating,no,no,none,not_applicable,not_applicable,no,not_ai_system,2,no,"The record identifies Canvas activity logs and a human internal analysis, but no system that inferred an output; the students' intent was inferred by people.","Dartmouth's Geisel School of Medicine reportedly used Canvas learning-management activity logs and an internal analysis process to investigate remote-exam cheating during the 2020–2021 academic year. Seventeen medical students were charged after the school inferred that they accessed course materials during exams, but students and outside technical reviewers said automated Canvas activity may have been misread as intentional misconduct. Dartmouth later dropped the charges.",https://incidentdatabase.ai/cite/302
S033,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""biometrics"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,prohibited,"Clearview AI is an AI system whose core function is creating and expanding a facial-recognition database through untargeted scraping of internet images, which Art. 5(1)(e) prohibits.",decomposed_grok46_run1_all.json,heldout,biometrics,heldout,2020,Finnish Police Were Reportedly Reprimanded After National Bureau of Investigation Unit Allegedly Used Clearview AI to Identify Potential Abuse Victims,no,no,biometrics,does_not_apply,no,no,high,3,no,"The police use was retrospective identification of abuse victims, not real-time identification in public space; the record does not establish untargeted scraping by the incident deployer.",Finland's Deputy Data Protection Ombudsman reportedly reprimanded the National Police Board after a National Bureau of Investigation child sexual exploitation unit allegedly used Clearview AI in late 2019 or early 2020 to identify potential child sexual abuse victims. Four NBI users reportedly made about 120 searches during a free trial without controller approval or prior assessment of how uploaded biometric data would be handled.,https://incidentdatabase.ai/cite/412
S058,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,minimal,"An industrial stacking robot is an AI system under the broad Art. 3(1) definition but falls outside all Art. 5 prohibitions, is ordinary self-certifying machinery rather than third-party Annex I, matches none of the Annex III use cases, and triggers no Art. 50 transparency obligations.",decomposed_grok46_run1_all.json,heldout,employment,heldout,2023,Stacking robot fatally crushes employee in South Korea,no,no,none,not_applicable,not_applicable,no,minimal,3,no,A general industrial stacking robot is normally self-certifying; the record does not show a self-evolving AI safety function requiring third-party assessment.,An industrial robot is reported to have crushed a man to death in South Korea when it failed to differentiate the man from the boxes of produce it was handling.,https://incidentdatabase.ai/cite/599
S066,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""justice_democracy"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""yes""}",False,high,"The generative system was developed and deployed by a political organisation specifically to produce a deepfake attack ad whose output is shown to voters, placing it in Annex III democratic-processes (election influence) with no 6(3) limited-purpose evidence.",decomposed_grok46_run1_all.json,heldout,justice_democracy,heldout,2024,Deepfake Generated by the Lincoln Project of Trump's Father Used in Political Attack Ad,no,no,justice_democracy,does_not_apply,no,yes,high,3,no,"The same political actor developed and deployed the synthetic media to influence voters, so the election-use rule is satisfied.","The Lincoln Project used AI to create a deepfake video of Donald Trump's deceased father criticizing him. Although they made it clear that the video was a deepfake, the deeply personal nature of the attack represents a corrosive use of artificial intelligence in undermining democratic norms during an election cycle.",https://incidentdatabase.ai/cite/664
S069,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"General-purpose generative models used to produce synthetic text and images for fake news fall outside Art. 5 and Annexes I/III, triggering only Art. 50 transparency obligations.",decomposed_grok46_run1_all.json,dev,migration,dev,2024,American Asylum Seeker John Mark Dougan in Russia Reportedly Spreads Disinformation via AI Tools and Fake News Network,yes,no,none,not_applicable,not_applicable,yes,prohibited,3,no,"The operator configured generative tools to build a large deceptive fake-news network intended to manipulate public opinion, with likely significant democratic harm.","John Mark Dougan, a former Florida sheriff's deputy granted asylum in Russia, has been implicated in spreading disinformation. Utilizing AI tools like OpenAI's ChatGPT and DALL-E 3, Dougan created over 160 fake news sites, disseminating false narratives to millions worldwide. His actions align with Russian disinformation strategies targeting Western democracies. See also Incident 734.",https://incidentdatabase.ai/cite/701
S072,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,minimal,"Criminal misuse of an unspecified AI system by cartels falls outside Art. 5 prohibitions, Annex I products and Annex III areas (explicitly treated as none), with no recorded basis for Art. 50 duties.",decomposed_grok46_run1_all.json,heldout,control_pool,heldout,2024,Cartels Reportedly Using AI to Expand Operations into Financial Fraud and Human Trafficking,unclear,unclear,unclear,unclear,unclear,unclear,insufficient_information,1,no,"The row refers generally to cartels using AI but does not identify a concrete system, inferential function, or deployment context.","The Jalisco New Generation Cartel is reportedly using AI to expand its financial fraud and human trafficking operations, coercing individuals into illegal activities under the guise of legitimate jobs. INTERPOL warns that this integration of AI into criminal enterprises is a growing trend among cartels across Europe, Asia, and Africa as well.",https://incidentdatabase.ai/cite/725
S088,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"The image-generation system produces synthetic deepfake images and therefore triggers Art. 50, while its intended use as a fraud tool falls outside Art. 5, Annex I and Annex III.",decomposed_grok46_run1_all.json,heldout,law_enforcement,heldout,2025,"Hong Kong Authorities Seize HK$34M in Alleged Deepfake Scam Targeting Victims in Taiwan, Singapore, and Malaysia",no,no,none,not_applicable,not_applicable,yes,transparency,2,no,The synthetic identities and media were deployed to deceive victims into severe romance and investment losses.,"Hong Kong police arrested 31 people linked to a deepfake scam syndicate that allegedly defrauded victims in Taiwan, Singapore, and Malaysia. The group used AI-generated images to impersonate wealthy women, training recruits to discuss luxury lifestyles, finance, and cryptocurrency to gain trust. Scammers reportedly persuaded victims to invest in fraudulent schemes, with police intercepting HK$34 million in illicit proceeds.",https://incidentdatabase.ai/cite/921
S093,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"The Captions app is a general-purpose generator of synthetic video avatars/influencers whose intended purpose falls outside Art. 5 prohibitions and Annex I/III, but Art. 50 applies because it produces synthetic audiovisual content.",decomposed_grok46_run1_all.json,dev,control_pool,dev,2025,AI-Generated OB-GYN Health Influencers on TikTok Used Fake Medical Credentials to Promote Dubious Advice,yes,no,none,not_applicable,not_applicable,yes,prohibited,3,no,"The synthetic influencers were configured with fake medical credentials to deceive viewers into relying on dubious health advice, with likely significant harm.","AI-generated avatars posing as OB-GYNs on TikTok, part of the so-called, crudely termed ""Coochie Doctor"" trend, have been falsely claiming years of experience while promoting dubious health advice. Many, including an avatar named ""Violet,"" were created using the Captions app, which generates scripted AI influencers.",https://incidentdatabase.ai/cite/976
S106,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"General-purpose LLMs used to generate peer-review text are AI systems that produce synthetic content but fall outside prohibited practices, Annex I products and Annex III use cases.",decomposed_grok46_run1_all.json,heldout,education,heldout,2025,Preprints Reportedly from Researchers from Multiple Universities Allegedly Contain Covert AI Prompts,yes,no,none,not_applicable,not_applicable,yes,prohibited,2,no,"Hidden prompts deliberately configured AI review tools to produce favourable assessments, a deceptive technique capable of materially distorting academic decisions.","Hidden prompts reportedly were discovered in at least 17 academic preprints on arXiv that purportedly instructed AI tools to deliver only positive peer reviews. The lead authors are reportedly affiliated with 14 institutions in eight countries, including Waseda University, KAIST, Peking University, and the University of Washington. The alleged concealed instructions, some of which were reportedly embedded using white text or tiny fonts, were purportedly intended to influence any reviewers who rely on AI tools.",https://incidentdatabase.ai/cite/1135
S110,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"Med-Gemini is a generative healthcare model producing synthetic text with no match to Art. 5 prohibitions, Annex I products or Annex III use cases.",decomposed_grok46_run1_all.json,heldout,control_pool,heldout,2024,Google Healthcare AI Model Med‑Gemini Allegedly Produces Non‑Existent 'Basilar Ganglia' Term in Published Output,no,unclear,none,not_applicable,not_applicable,yes,transparency,2,no,The record does not establish whether Med-Gemini was put into service as medical-device software; the invented term is synthetic text and an ordinary model error.,"Google’s Med‑Gemini healthcare AI reportedly produced the non‑existent term ""basilar ganglia"" in public launch materials, conflating two distinct brain structures. The error reportedly appeared in both a blog post and an arXiv preprint. Google is reported to have initially edited the blog without acknowledgment, later calling it a typo.",https://incidentdatabase.ai/cite/1164
S113,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"The LLM generates synthetic text (commands) in a criminal malware context that matches none of the Art. 5 prohibitions or Annex I/III high-risk uses, so only Art. 50 transparency applies.",decomposed_grok46_run1_all.json,heldout,control_pool,heldout,2025,LAMEHUG Malware Reportedly Integrates Large Language Model for Real-Time Command Generation in a Purported APT28-Linked Cyberattack,no,no,none,not_applicable,not_applicable,yes,transparency,3,no,"The LLM inferred and generated command text, but the intended malicious use is not an Annex III law-enforcement use and does not distort a natural person's decision-making.","Ukraine's CERT-UA and Cato CTRL reported LAMEHUG, the first known malware to integrate a large language model (Qwen2.5-Coder-32B-Instruct via Hugging Face) for real-time command generation. Attributed with moderate confidence to APT28 (Fancy Bear), the malware reportedly targeted Ukrainian officials through phishing emails. The LLM is reported to have dynamically generated reconnaissance and data-exfiltration commands executed on infected systems.",https://incidentdatabase.ai/cite/1220
S117,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"A generative text model used by journalists to draft news articles is an AI system that is neither prohibited nor Annex I/III high-risk, yet it produces synthetic text and therefore triggers Art. 50 transparency obligations.",decomposed_grok46_run1_all.json,dev,control_pool,dev,2025,NTB Report on Telenor Security Findings Was Withdrawn After AI Tool Allegedly Introduced Fabricated Quotes,no,no,none,not_applicable,not_applicable,yes,transparency,3,no,Fabricated quotes are an ordinary generative failure rather than evidence that the system was configured to manipulate; the output is synthetic text.,"NTB allegedly published a news story about Telenor's annual security report that contained purportedly AI-generated errors, including five reportedly fabricated quotes and a nonexistent ""security director."" The article was reportedly created with an external AI tool and was withdrawn the same morning. Telenor alerted NTB to the inaccuracies, and NTB apologized, citing improper AI use and initiating internal review of its newsroom practices.",https://incidentdatabase.ai/cite/1265
S140,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}",False,transparency,"An LLM research tool generating a consulting report produces synthetic text and is neither prohibited nor an Annex I/III high-risk use, triggering only Art. 50 transparency duties.",decomposed_grok46_run1_all.json,heldout,critical_infrastructure,heldout,2025,KPMG Report Allegedly Included Hallucinated Citations and Inaccurate Agentic AI Case Studies,no,unclear,unclear,unclear,unclear,unclear,insufficient_information,2,no,"AI involvement and the specific system were not confirmed, so the function and deployment context cannot be classified reliably.","In October 2025, KPMG published ""Total Experience: Redefining Excellence in the Age of Agentic AI."" GPTZero later reported that only five of 45 citations accurately matched their sources, while others contained flawed details. The pattern reportedly suggested an unverified LLM research tool, but the system and extent of AI involvement remain unconfirmed.",https://incidentdatabase.ai/cite/1563
S144,decomposed,grok46,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,minimal,"Hospital utilization-review software automates nonclinical administrative paperwork and is neither a prohibited practice, an Annex I safety component, an Annex III use case, nor an Art. 50 system.",decomposed_grok46_run1_all.json,dev,employment,dev,2026,Purportedly AI-Powered Software Allegedly Used to Replace Montefiore Hospital Utilization-Review Nurses Despite Contractual AI Safeguards,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The record describes nonclinical paperwork automation, not a medical device or an AI system deciding recruitment, termination, task allocation, or worker monitoring.",Montefiore Hospital in New York reportedly laid off 12 utilization-review nurses after changing the department's workflow and introducing AI-powered software. The nurses' union alleged that the technology replaced their work and violated contractual protections governing AI. Montefiore disputed that account and described the changes as part of a nonclinical paperwork program.,https://incidentdatabase.ai/cite/1593
S001,decomposed,haiku45,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""not_applicable"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}",False,high,"The warehouse robot is an AI-equipped machinery safety component (robotic manipulation in a warehouse environment) that falls under Annex I as a product subject to third-party conformity assessment under Union harmonisation legislation (machinery and/or product safety directives), triggering automatic high-risk classification under Art. 6(1); the incident itself (puncture causing injury) does not alter the system's pre-existing risk tier based on its intended purpose and regulatory context.",decomposed_haiku45_run1_all.json,dev,employment,dev,2018,Warehouse robot ruptures can of bear spray and injures workers,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The warehouse robot is treated as inferential machinery, but ordinary industrial robots are normally self-certifying and no self-evolving AI safety function is described.",Twenty-four Amazon workers in New Jersey were hospitalized after a robot punctured a can of bear repellent spray in a warehouse.,https://incidentdatabase.ai/cite/2
S006,decomposed,haiku45,1,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""unclear"", ""annex_iii"": ""essential_services"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}",False,high,The automated debt assessment system falls within Annex III essential_services (eligibility for public benefits); it profiles welfare recipients by evaluating their economic situation and eligibility status; no derogation applies because the system appears to drive benefit eligibility decisions rather than merely flag for human review or improve a completed human assessment; and the system generates no synthetic content or direct interaction triggering Art. 50 transparency requirements.,decomposed_haiku45_run1_all.json,heldout,essential_services,heldout,2015,Australian Automated Debt Assessment System Issued False Notices to Thousands,no,no,essential_services,does_not_apply,yes,no,high,3,yes,,"Australian Department of Human Services (DHS)’s automated debt assessment system issued false or incorrect debt notices to hundreds of thousands of people, resulting in years-long lawsuits and damages to welfare recipients.",https://incidentdatabase.ai/cite/57
S010,decomposed,haiku45,1,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""unclear"", ""annex_iii"": ""unclear"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""unclear""}",False,prohibited,"The system performs biometric categorisation to infer race, which is explicitly prohibited under Art. 5(1)(g) of the EU AI Act; the exhaustive list of protected characteristics includes race, and the record indicates the system was designed and deployed to enable identification by race, triggering the prohibition regardless of subsequent Annex III or other classification.",decomposed_haiku45_run1_all.json,heldout,biometrics,heldout,2018,"Chinese Tech Firms Allegedly Developed Facial Recognition to Identify People by Race, Targeting Uyghur Muslims",yes,no,biometrics,not_applicable,not_applicable,yes,prohibited,3,yes,Race is in the exhaustive Article 5(1)(g) list; the system categorises people from facial biometrics.,"Various Chinese firms were revealed by patent applications to have developed facial recognition capable of detecting people by race, which critics feared would enable persecution and discrimination of Uyghur Muslims.",https://incidentdatabase.ai/cite/107
