model,condition,reference,prediction,count
haiku45,decomposed,prohibited,high,4
haiku45,decomposed,prohibited,prohibited,1
haiku45,decomposed,prohibited,not_ai_system,0
haiku45,decomposed,prohibited,insufficient_information,0
haiku45,decomposed,prohibited,__missing__,0
haiku45,decomposed,not_ai_system,minimal,0
haiku45,decomposed,not_ai_system,transparency,0
haiku45,decomposed,not_ai_system,high,1
haiku45,decomposed,not_ai_system,prohibited,0
haiku45,decomposed,not_ai_system,not_ai_system,1
haiku45,decomposed,not_ai_system,insufficient_information,0
haiku45,decomposed,not_ai_system,__missing__,0
haiku45,decomposed,insufficient_information,minimal,0
haiku45,decomposed,insufficient_information,transparency,1
haiku45,decomposed,insufficient_information,high,0
haiku45,decomposed,insufficient_information,prohibited,0
haiku45,decomposed,insufficient_information,not_ai_system,0
haiku45,decomposed,insufficient_information,insufficient_information,1
haiku45,decomposed,insufficient_information,__missing__,0
kimi25,naive,minimal,minimal,6
kimi25,naive,minimal,transparency,0
kimi25,naive,minimal,high,2
kimi25,naive,minimal,prohibited,0
kimi25,naive,minimal,not_ai_system,1
kimi25,naive,minimal,insufficient_information,0
kimi25,naive,minimal,__missing__,0
kimi25,naive,transparency,minimal,4
kimi25,naive,transparency,transparency,48
kimi25,naive,transparency,high,7
kimi25,naive,transparency,prohibited,10
kimi25,naive,transparency,not_ai_system,0
kimi25,naive,transparency,insufficient_information,0
kimi25,naive,transparency,__missing__,0
kimi25,naive,high,minimal,0
kimi25,naive,high,transparency,0
kimi25,naive,high,high,42
kimi25,naive,high,prohibited,2
kimi25,naive,high,not_ai_system,0
kimi25,naive,high,insufficient_information,0
kimi25,naive,high,__missing__,0
kimi25,naive,prohibited,minimal,0
kimi25,naive,prohibited,transparency,10
kimi25,naive,prohibited,high,0
kimi25,naive,prohibited,prohibited,8
kimi25,naive,prohibited,not_ai_system,0
kimi25,naive,prohibited,insufficient_information,0
kimi25,naive,prohibited,__missing__,0
kimi25,naive,not_ai_system,minimal,0
kimi25,naive,not_ai_system,transparency,0
kimi25,naive,not_ai_system,high,0
kimi25,naive,not_ai_system,prohibited,0
kimi25,naive,not_ai_system,not_ai_system,2
kimi25,naive,not_ai_system,insufficient_information,0
kimi25,naive,not_ai_system,__missing__,0
kimi25,naive,insufficient_information,minimal,0
kimi25,naive,insufficient_information,transparency,0
kimi25,naive,insufficient_information,high,0
kimi25,naive,insufficient_information,prohibited,1
kimi25,naive,insufficient_information,not_ai_system,0
kimi25,naive,insufficient_information,insufficient_information,1
kimi25,naive,insufficient_information,__missing__,0
kimi25,decomposed,minimal,minimal,9
kimi25,decomposed,minimal,transparency,0
kimi25,decomposed,minimal,high,0
kimi25,decomposed,minimal,prohibited,0
kimi25,decomposed,minimal,not_ai_system,0
kimi25,decomposed,minimal,insufficient_information,0
kimi25,decomposed,minimal,__missing__,0
kimi25,decomposed,transparency,minimal,1
kimi25,decomposed,transparency,transparency,65
kimi25,decomposed,transparency,high,3
kimi25,decomposed,transparency,prohibited,0
kimi25,decomposed,transparency,not_ai_system,0
kimi25,decomposed,transparency,insufficient_information,0
kimi25,decomposed,transparency,__missing__,0
kimi25,decomposed,high,minimal,2
kimi25,decomposed,high,transparency,0
kimi25,decomposed,high,high,40
kimi25,decomposed,high,prohibited,2
kimi25,decomposed,high,not_ai_system,0
kimi25,decomposed,high,insufficient_information,0
kimi25,decomposed,high,__missing__,0
kimi25,decomposed,prohibited,minimal,1
kimi25,decomposed,prohibited,transparency,14
kimi25,decomposed,prohibited,high,1
kimi25,decomposed,prohibited,prohibited,2
kimi25,decomposed,prohibited,not_ai_system,0
kimi25,decomposed,prohibited,insufficient_information,0
kimi25,decomposed,prohibited,__missing__,0
kimi25,decomposed,not_ai_system,minimal,0
kimi25,decomposed,not_ai_system,transparency,0
kimi25,decomposed,not_ai_system,high,0
kimi25,decomposed,not_ai_system,prohibited,0
kimi25,decomposed,not_ai_system,not_ai_system,2
kimi25,decomposed,not_ai_system,insufficient_information,0
kimi25,decomposed,not_ai_system,__missing__,0
kimi25,decomposed,insufficient_information,minimal,0
kimi25,decomposed,insufficient_information,transparency,2
kimi25,decomposed,insufficient_information,high,0
kimi25,decomposed,insufficient_information,prohibited,0
kimi25,decomposed,insufficient_information,not_ai_system,0
kimi25,decomposed,insufficient_information,insufficient_information,0
kimi25,decomposed,insufficient_information,__missing__,0
kimi3,naive,minimal,minimal,6
kimi3,naive,minimal,transparency,0
kimi3,naive,minimal,high,2
kimi3,naive,minimal,prohibited,0
kimi3,naive,minimal,not_ai_system,1
kimi3,naive,minimal,insufficient_information,0
kimi3,naive,minimal,__missing__,0
kimi3,naive,transparency,minimal,9
kimi3,naive,transparency,transparency,47
kimi3,naive,transparency,high,2
kimi3,naive,transparency,prohibited,11
kimi3,naive,transparency,not_ai_system,0
kimi3,naive,transparency,insufficient_information,0
kimi3,naive,transparency,__missing__,0
kimi3,naive,high,minimal,0
kimi3,naive,high,transparency,0
kimi3,naive,high,high,43
kimi3,naive,high,prohibited,1
kimi3,naive,high,not_ai_system,0
kimi3,naive,high,insufficient_information,0
kimi3,naive,high,__missing__,0
kimi3,naive,prohibited,minimal,0
kimi3,naive,prohibited,transparency,7
kimi3,naive,prohibited,high,0
kimi3,naive,prohibited,prohibited,11
kimi3,naive,prohibited,not_ai_system,0
kimi3,naive,prohibited,insufficient_information,0
kimi3,naive,prohibited,__missing__,0
kimi3,naive,not_ai_system,minimal,0
kimi3,naive,not_ai_system,transparency,0
kimi3,naive,not_ai_system,high,1
kimi3,naive,not_ai_system,prohibited,0
kimi3,naive,not_ai_system,not_ai_system,1
kimi3,naive,not_ai_system,insufficient_information,0
kimi3,naive,not_ai_system,__missing__,0
kimi3,naive,insufficient_information,minimal,0
kimi3,naive,insufficient_information,transparency,1
kimi3,naive,insufficient_information,high,0
kimi3,naive,insufficient_information,prohibited,1
kimi3,naive,insufficient_information,not_ai_system,0
kimi3,naive,insufficient_information,insufficient_information,0
kimi3,naive,insufficient_information,__missing__,0
kimi3,decomposed,minimal,minimal,9
kimi3,decomposed,minimal,transparency,0
kimi3,decomposed,minimal,high,0
kimi3,decomposed,minimal,prohibited,0
kimi3,decomposed,minimal,not_ai_system,0
kimi3,decomposed,minimal,insufficient_information,0
kimi3,decomposed,minimal,__missing__,0
kimi3,decomposed,transparency,minimal,1
kimi3,decomposed,transparency,transparency,49
kimi3,decomposed,transparency,high,2
kimi3,decomposed,transparency,prohibited,16
kimi3,decomposed,transparency,not_ai_system,0
kimi3,decomposed,transparency,insufficient_information,1
kimi3,decomposed,transparency,__missing__,0
kimi3,decomposed,high,minimal,2
kimi3,decomposed,high,transparency,1
kimi3,decomposed,high,high,38
kimi3,decomposed,high,prohibited,3
kimi3,decomposed,high,not_ai_system,0
kimi3,decomposed,high,insufficient_information,0
kimi3,decomposed,high,__missing__,0
kimi3,decomposed,prohibited,minimal,0
kimi3,decomposed,prohibited,transparency,8
kimi3,decomposed,prohibited,high,0
kimi3,decomposed,prohibited,prohibited,10
kimi3,decomposed,prohibited,not_ai_system,0
kimi3,decomposed,prohibited,insufficient_information,0
kimi3,decomposed,prohibited,__missing__,0
kimi3,decomposed,not_ai_system,minimal,0
kimi3,decomposed,not_ai_system,transparency,0
kimi3,decomposed,not_ai_system,high,1
kimi3,decomposed,not_ai_system,prohibited,0
kimi3,decomposed,not_ai_system,not_ai_system,1
kimi3,decomposed,not_ai_system,insufficient_information,0
kimi3,decomposed,not_ai_system,__missing__,0
kimi3,decomposed,insufficient_information,minimal,0
kimi3,decomposed,insufficient_information,transparency,2
kimi3,decomposed,insufficient_information,high,0
kimi3,decomposed,insufficient_information,prohibited,0
kimi3,decomposed,insufficient_information,not_ai_system,0
kimi3,decomposed,insufficient_information,insufficient_information,0
kimi3,decomposed,insufficient_information,__missing__,0
qwen3827b,naive,minimal,minimal,7
qwen3827b,naive,minimal,transparency,0
qwen3827b,naive,minimal,high,1
qwen3827b,naive,minimal,prohibited,0
qwen3827b,naive,minimal,not_ai_system,0
qwen3827b,naive,minimal,insufficient_information,1
qwen3827b,naive,minimal,__missing__,0
qwen3827b,naive,transparency,minimal,3
qwen3827b,naive,transparency,transparency,58
qwen3827b,naive,transparency,high,3
qwen3827b,naive,transparency,prohibited,5
qwen3827b,naive,transparency,not_ai_system,0
qwen3827b,naive,transparency,insufficient_information,0
qwen3827b,naive,transparency,__missing__,0
qwen3827b,naive,high,minimal,3
qwen3827b,naive,high,transparency,1
qwen3827b,naive,high,high,37
qwen3827b,naive,high,prohibited,2
qwen3827b,naive,high,not_ai_system,1
qwen3827b,naive,high,insufficient_information,0
qwen3827b,naive,high,__missing__,0
qwen3827b,naive,prohibited,minimal,0
qwen3827b,naive,prohibited,transparency,9
qwen3827b,naive,prohibited,high,2
qwen3827b,naive,prohibited,prohibited,7
qwen3827b,naive,prohibited,not_ai_system,0
qwen3827b,naive,prohibited,insufficient_information,0
qwen3827b,naive,prohibited,__missing__,0
qwen3827b,naive,not_ai_system,minimal,0
qwen3827b,naive,not_ai_system,transparency,0
qwen3827b,naive,not_ai_system,high,0
qwen3827b,naive,not_ai_system,prohibited,0
qwen3827b,naive,not_ai_system,not_ai_system,2
qwen3827b,naive,not_ai_system,insufficient_information,0
qwen3827b,naive,not_ai_system,__missing__,0
qwen3827b,naive,insufficient_information,minimal,0
qwen3827b,naive,insufficient_information,transparency,0
qwen3827b,naive,insufficient_information,high,0
qwen3827b,naive,insufficient_information,prohibited,1
qwen3827b,naive,insufficient_information,not_ai_system,0
qwen3827b,naive,insufficient_information,insufficient_information,1
qwen3827b,naive,insufficient_information,__missing__,0
qwen3827b,decomposed,minimal,minimal,9
qwen3827b,decomposed,minimal,transparency,0
qwen3827b,decomposed,minimal,high,0
qwen3827b,decomposed,minimal,prohibited,0
qwen3827b,decomposed,minimal,not_ai_system,0
qwen3827b,decomposed,minimal,insufficient_information,0
qwen3827b,decomposed,minimal,__missing__,0
qwen3827b,decomposed,transparency,minimal,0
qwen3827b,decomposed,transparency,transparency,61
qwen3827b,decomposed,transparency,high,2
qwen3827b,decomposed,transparency,prohibited,6
qwen3827b,decomposed,transparency,not_ai_system,0
qwen3827b,decomposed,transparency,insufficient_information,0
qwen3827b,decomposed,transparency,__missing__,0
qwen3827b,decomposed,high,minimal,2
qwen3827b,decomposed,high,transparency,1
qwen3827b,decomposed,high,high,40
qwen3827b,decomposed,high,prohibited,1
qwen3827b,decomposed,high,not_ai_system,0
qwen3827b,decomposed,high,insufficient_information,0
qwen3827b,decomposed,high,__missing__,0
qwen3827b,decomposed,prohibited,minimal,0
qwen3827b,decomposed,prohibited,transparency,11
qwen3827b,decomposed,prohibited,high,1
qwen3827b,decomposed,prohibited,prohibited,6
qwen3827b,decomposed,prohibited,not_ai_system,0
qwen3827b,decomposed,prohibited,insufficient_information,0
qwen3827b,decomposed,prohibited,__missing__,0
qwen3827b,decomposed,not_ai_system,minimal,0
qwen3827b,decomposed,not_ai_system,transparency,0
qwen3827b,decomposed,not_ai_system,high,0
qwen3827b,decomposed,not_ai_system,prohibited,0
qwen3827b,decomposed,not_ai_system,not_ai_system,2
qwen3827b,decomposed,not_ai_system,insufficient_information,0
qwen3827b,decomposed,not_ai_system,__missing__,0
qwen3827b,decomposed,insufficient_information,minimal,0
qwen3827b,decomposed,insufficient_information,transparency,1
qwen3827b,decomposed,insufficient_information,high,0
qwen3827b,decomposed,insufficient_information,prohibited,0
qwen3827b,decomposed,insufficient_information,not_ai_system,0
qwen3827b,decomposed,insufficient_information,insufficient_information,1
qwen3827b,decomposed,insufficient_information,__missing__,0
qwen38max,naive,minimal,minimal,6
qwen38max,naive,minimal,transparency,0
qwen38max,naive,minimal,high,3
qwen38max,naive,minimal,prohibited,0
qwen38max,naive,minimal,not_ai_system,0
qwen38max,naive,minimal,insufficient_information,0
qwen38max,naive,minimal,__missing__,0
qwen38max,naive,transparency,minimal,3
qwen38max,naive,transparency,transparency,54
qwen38max,naive,transparency,high,2
qwen38max,naive,transparency,prohibited,10
qwen38max,naive,transparency,not_ai_system,0
qwen38max,naive,transparency,insufficient_information,0
qwen38max,naive,transparency,__missing__,0
qwen38max,naive,high,minimal,1
qwen38max,naive,high,transparency,1
qwen38max,naive,high,high,41
qwen38max,naive,high,prohibited,1
qwen38max,naive,high,not_ai_system,0
qwen38max,naive,high,insufficient_information,0
qwen38max,naive,high,__missing__,0
qwen38max,naive,prohibited,minimal,1
qwen38max,naive,prohibited,transparency,8
qwen38max,naive,prohibited,high,0
qwen38max,naive,prohibited,prohibited,9
qwen38max,naive,prohibited,not_ai_system,0
qwen38max,naive,prohibited,insufficient_information,0
qwen38max,naive,prohibited,__missing__,0
qwen38max,naive,not_ai_system,minimal,0
qwen38max,naive,not_ai_system,transparency,0
qwen38max,naive,not_ai_system,high,0
qwen38max,naive,not_ai_system,prohibited,0
qwen38max,naive,not_ai_system,not_ai_system,2
qwen38max,naive,not_ai_system,insufficient_information,0
qwen38max,naive,not_ai_system,__missing__,0
qwen38max,naive,insufficient_information,minimal,0
qwen38max,naive,insufficient_information,transparency,0
qwen38max,naive,insufficient_information,high,0
qwen38max,naive,insufficient_information,prohibited,0
qwen38max,naive,insufficient_information,not_ai_system,0
qwen38max,naive,insufficient_information,insufficient_information,2
qwen38max,naive,insufficient_information,__missing__,0
qwen38max,decomposed,minimal,minimal,8
qwen38max,decomposed,minimal,transparency,0
qwen38max,decomposed,minimal,high,1
qwen38max,decomposed,minimal,prohibited,0
qwen38max,decomposed,minimal,not_ai_system,0
qwen38max,decomposed,minimal,insufficient_information,0
qwen38max,decomposed,minimal,__missing__,0
qwen38max,decomposed,transparency,minimal,0
qwen38max,decomposed,transparency,transparency,62
qwen38max,decomposed,transparency,high,2
qwen38max,decomposed,transparency,prohibited,5
qwen38max,decomposed,transparency,not_ai_system,0
qwen38max,decomposed,transparency,insufficient_information,0
qwen38max,decomposed,transparency,__missing__,0
qwen38max,decomposed,high,minimal,2
qwen38max,decomposed,high,transparency,0
qwen38max,decomposed,high,high,39
qwen38max,decomposed,high,prohibited,3
qwen38max,decomposed,high,not_ai_system,0
qwen38max,decomposed,high,insufficient_information,0
qwen38max,decomposed,high,__missing__,0
qwen38max,decomposed,prohibited,minimal,0
qwen38max,decomposed,prohibited,transparency,11
qwen38max,decomposed,prohibited,high,0
qwen38max,decomposed,prohibited,prohibited,7
qwen38max,decomposed,prohibited,not_ai_system,0
qwen38max,decomposed,prohibited,insufficient_information,0
qwen38max,decomposed,prohibited,__missing__,0
qwen38max,decomposed,not_ai_system,minimal,0
qwen38max,decomposed,not_ai_system,transparency,0
qwen38max,decomposed,not_ai_system,high,0
qwen38max,decomposed,not_ai_system,prohibited,0
qwen38max,decomposed,not_ai_system,not_ai_system,2
qwen38max,decomposed,not_ai_system,insufficient_information,0
qwen38max,decomposed,not_ai_system,__missing__,0
qwen38max,decomposed,insufficient_information,minimal,0
qwen38max,decomposed,insufficient_information,transparency,1
qwen38max,decomposed,insufficient_information,high,0
qwen38max,decomposed,insufficient_information,prohibited,0
qwen38max,decomposed,insufficient_information,not_ai_system,0
qwen38max,decomposed,insufficient_information,insufficient_information,1
qwen38max,decomposed,insufficient_information,__missing__,0
sonnet46,naive,minimal,minimal,5
sonnet46,naive,minimal,transparency,0
sonnet46,naive,minimal,high,2
sonnet46,naive,minimal,prohibited,0
sonnet46,naive,minimal,not_ai_system,2
sonnet46,naive,minimal,insufficient_information,0
sonnet46,naive,minimal,__missing__,0
sonnet46,naive,transparency,minimal,12
sonnet46,naive,transparency,transparency,22
sonnet46,naive,transparency,high,2
sonnet46,naive,transparency,prohibited,33
sonnet46,naive,transparency,not_ai_system,0
sonnet46,naive,transparency,insufficient_information,0
sonnet46,naive,transparency,__missing__,0
sonnet46,naive,high,minimal,0
sonnet46,naive,high,transparency,1
sonnet46,naive,high,high,41
sonnet46,naive,high,prohibited,2
sonnet46,naive,high,not_ai_system,0
sonnet46,naive,high,insufficient_information,0
sonnet46,naive,high,__missing__,0
sonnet46,naive,prohibited,minimal,0
sonnet46,naive,prohibited,transparency,2
sonnet46,naive,prohibited,high,2
sonnet46,naive,prohibited,prohibited,13
sonnet46,naive,prohibited,not_ai_system,1
sonnet46,naive,prohibited,insufficient_information,0
sonnet46,naive,prohibited,__missing__,0
sonnet46,naive,not_ai_system,minimal,0
sonnet46,naive,not_ai_system,transparency,0
sonnet46,naive,not_ai_system,high,1
sonnet46,naive,not_ai_system,prohibited,0
sonnet46,naive,not_ai_system,not_ai_system,1
sonnet46,naive,not_ai_system,insufficient_information,0
sonnet46,naive,not_ai_system,__missing__,0
sonnet46,naive,insufficient_information,minimal,1
sonnet46,naive,insufficient_information,transparency,0
sonnet46,naive,insufficient_information,high,0
sonnet46,naive,insufficient_information,prohibited,1
sonnet46,naive,insufficient_information,not_ai_system,0
sonnet46,naive,insufficient_information,insufficient_information,0
sonnet46,naive,insufficient_information,__missing__,0
sonnet46,decomposed,minimal,minimal,5
sonnet46,decomposed,minimal,transparency,0
sonnet46,decomposed,minimal,high,4
sonnet46,decomposed,minimal,prohibited,0
sonnet46,decomposed,minimal,not_ai_system,0
sonnet46,decomposed,minimal,insufficient_information,0
sonnet46,decomposed,minimal,__missing__,0
sonnet46,decomposed,transparency,minimal,3
sonnet46,decomposed,transparency,transparency,52
sonnet46,decomposed,transparency,high,7
sonnet46,decomposed,transparency,prohibited,7
sonnet46,decomposed,transparency,not_ai_system,0
sonnet46,decomposed,transparency,insufficient_information,0
sonnet46,decomposed,transparency,__missing__,0
sonnet46,decomposed,high,minimal,0
sonnet46,decomposed,high,transparency,1
sonnet46,decomposed,high,high,43
sonnet46,decomposed,high,prohibited,0
sonnet46,decomposed,high,not_ai_system,0
sonnet46,decomposed,high,insufficient_information,0
sonnet46,decomposed,high,__missing__,0
sonnet46,decomposed,prohibited,minimal,1
sonnet46,decomposed,prohibited,transparency,11
sonnet46,decomposed,prohibited,high,3
sonnet46,decomposed,prohibited,prohibited,3
sonnet46,decomposed,prohibited,not_ai_system,0
sonnet46,decomposed,prohibited,insufficient_information,0
sonnet46,decomposed,prohibited,__missing__,0
sonnet46,decomposed,not_ai_system,minimal,0
sonnet46,decomposed,not_ai_system,transparency,0
sonnet46,decomposed,not_ai_system,high,1
sonnet46,decomposed,not_ai_system,prohibited,0
sonnet46,decomposed,not_ai_system,not_ai_system,1
sonnet46,decomposed,not_ai_system,insufficient_information,0
sonnet46,decomposed,not_ai_system,__missing__,0
sonnet46,decomposed,insufficient_information,minimal,1
sonnet46,decomposed,insufficient_information,transparency,1
sonnet46,decomposed,insufficient_information,high,0
sonnet46,decomposed,insufficient_information,prohibited,0
sonnet46,decomposed,insufficient_information,not_ai_system,0
sonnet46,decomposed,insufficient_information,insufficient_information,0
sonnet46,decomposed,insufficient_information,__missing__,0
sonnet5,naive,minimal,minimal,6
sonnet5,naive,minimal,transparency,0
sonnet5,naive,minimal,high,3
sonnet5,naive,minimal,prohibited,0
sonnet5,naive,minimal,not_ai_system,0
sonnet5,naive,minimal,insufficient_information,0
sonnet5,naive,minimal,__missing__,0
sonnet5,naive,transparency,minimal,9
sonnet5,naive,transparency,transparency,32
sonnet5,naive,transparency,high,2
sonnet5,naive,transparency,prohibited,23
sonnet5,naive,transparency,not_ai_system,2
sonnet5,naive,transparency,insufficient_information,1
sonnet5,naive,transparency,__missing__,0
sonnet5,naive,high,minimal,0
sonnet5,naive,high,transparency,1
sonnet5,naive,high,high,39
sonnet5,naive,high,prohibited,4
sonnet5,naive,high,not_ai_system,0
sonnet5,naive,high,insufficient_information,0
sonnet5,naive,high,__missing__,0
sonnet5,naive,prohibited,minimal,1
sonnet5,naive,prohibited,transparency,5
sonnet5,naive,prohibited,high,1
sonnet5,naive,prohibited,prohibited,11
sonnet5,naive,prohibited,not_ai_system,0
sonnet5,naive,prohibited,insufficient_information,0
sonnet5,naive,prohibited,__missing__,0
sonnet5,naive,not_ai_system,minimal,0
sonnet5,naive,not_ai_system,transparency,0
sonnet5,naive,not_ai_system,high,1
sonnet5,naive,not_ai_system,prohibited,0
sonnet5,naive,not_ai_system,not_ai_system,1
sonnet5,naive,not_ai_system,insufficient_information,0
sonnet5,naive,not_ai_system,__missing__,0
sonnet5,naive,insufficient_information,minimal,0
sonnet5,naive,insufficient_information,transparency,0
sonnet5,naive,insufficient_information,high,0
sonnet5,naive,insufficient_information,prohibited,0
sonnet5,naive,insufficient_information,not_ai_system,0
sonnet5,naive,insufficient_information,insufficient_information,2
sonnet5,naive,insufficient_information,__missing__,0
sonnet5,decomposed,minimal,minimal,8
sonnet5,decomposed,minimal,transparency,0
sonnet5,decomposed,minimal,high,1
sonnet5,decomposed,minimal,prohibited,0
sonnet5,decomposed,minimal,not_ai_system,0
sonnet5,decomposed,minimal,insufficient_information,0
sonnet5,decomposed,minimal,__missing__,0
sonnet5,decomposed,transparency,minimal,2
sonnet5,decomposed,transparency,transparency,58
sonnet5,decomposed,transparency,high,1
sonnet5,decomposed,transparency,prohibited,8
sonnet5,decomposed,transparency,not_ai_system,0
sonnet5,decomposed,transparency,insufficient_information,0
sonnet5,decomposed,transparency,__missing__,0
sonnet5,decomposed,high,minimal,5
sonnet5,decomposed,high,transparency,1
sonnet5,decomposed,high,high,34
sonnet5,decomposed,high,prohibited,4
sonnet5,decomposed,high,not_ai_system,0
sonnet5,decomposed,high,insufficient_information,0
sonnet5,decomposed,high,__missing__,0
sonnet5,decomposed,prohibited,minimal,0
sonnet5,decomposed,prohibited,transparency,9
sonnet5,decomposed,prohibited,high,0
sonnet5,decomposed,prohibited,prohibited,9
sonnet5,decomposed,prohibited,not_ai_system,0
sonnet5,decomposed,prohibited,insufficient_information,0
sonnet5,decomposed,prohibited,__missing__,0
sonnet5,decomposed,not_ai_system,minimal,0
sonnet5,decomposed,not_ai_system,transparency,0
sonnet5,decomposed,not_ai_system,high,0
sonnet5,decomposed,not_ai_system,prohibited,0
sonnet5,decomposed,not_ai_system,not_ai_system,2
sonnet5,decomposed,not_ai_system,insufficient_information,0
sonnet5,decomposed,not_ai_system,__missing__,0
sonnet5,decomposed,insufficient_information,minimal,1
sonnet5,decomposed,insufficient_information,transparency,1
sonnet5,decomposed,insufficient_information,high,0
sonnet5,decomposed,insufficient_information,prohibited,0
sonnet5,decomposed,insufficient_information,not_ai_system,0
sonnet5,decomposed,insufficient_information,insufficient_information,0
sonnet5,decomposed,insufficient_information,__missing__,0
