ts,condition,model,run,sample_id,prompt_tokens,completion_tokens,cost_usd
1787926239,decomposed,gpt52,1,S117,2113,205,0.00394695
1787926240,naive,gemma27b,1,S080,420,76,6.48e-05
1787926240,naive,gemma27b,1,S095,419,75,6.4861e-05
1787926242,naive,gemma27b,1,S088,450,66,6.48e-05
1787926242,naive,gemma27b,1,S086,428,88,6.92e-05
1787926242,naive,gemma27b,1,S090,384,72,6e-05
1787926244,naive,gemma27b,1,S099,450,73,5.925e-05
1787926244,decomposed,gpt52,1,S132,2127,233,0.00436345
1787926244,naive,gemma27b,1,S096,419,68,6.23e-05
1787926245,naive,gemma27b,1,S097,405,72,6.21e-05
1787926245,naive,gemma27b,1,S102,410,73,5.605e-05
1787926245,naive,gemma27b,1,S098,484,76,6.332e-05
1787926246,decomposed,gpt52,1,S137,2154,269,0.0049147
1787926246,naive,gemma27b,1,S106,427,74,5.786e-05
1787926246,naive,gemma27b,1,S105,438,89,6.549e-05
1787926247,decomposed,gemini3f,1,S001,2090,124,0.001417
1787926248,decomposed,gpt52,1,S147,2141,154,0.00328195
1787926248,naive,gemma27b,1,S101,469,86,7.27e-05
1787926248,naive,gemma27b,1,S103,445,71,6.58e-05
1787926248,naive,gemma27b,1,S110,419,65,4.392e-05
1787926248,naive,gemma27b,1,S114,563,68,8.0597e-05
1787926249,naive,gemma27b,1,S113,463,79,6.299e-05
1787926249,decomposed,gemini3f,1,S002,2094,123,0.001416
1787926249,decomposed,gemini3f,1,S003,2090,121,0.001408
1787926250,naive,gemma27b,1,S119,424,64,5.312e-05
1787926250,naive,gemma27b,1,S118,452,89,7.1588e-05
1787926250,naive,gemma27b,1,S121,435,67,5.535e-05
1787926251,naive,gemma27b,1,S122,456,77,6.153e-05
1787926251,decomposed,gemini3f,1,S012,2135,133,0.0014665
1787926251,decomposed,gemini3f,1,S004,2091,137,0.0014565
1787926251,naive,gemma27b,1,S107,442,66,6.4e-05
1787926252,naive,gemma27b,1,S108,422,69,6.29e-05
1787926252,naive,gemma27b,1,S104,449,74,6.71e-05
1787926252,naive,gemma27b,1,S115,415,83,4.648e-05
1787926252,naive,gemma27b,1,S125,424,65,5.357e-05
1787926252,naive,gemma27b,1,S126,390,79,5.715e-05
1787926252,naive,gemma27b,1,S127,409,75,5.687e-05
1787926253,decomposed,gemini3f,1,S017,2128,131,0.001457
1787926253,decomposed,gemini3f,1,S019,2101,125,0.0014255
1787926253,naive,gemma27b,1,S124,402,66,4.272e-05
1787926253,naive,gemma27b,1,S129,429,73,5.757e-05
1787926254,naive,gemma27b,1,S134,447,82,6.306e-05
1787926254,naive,gemma27b,1,S136,456,66,5.658e-05
1787926254,naive,gemma27b,1,S120,451,62,6.37e-05
1787926255,decomposed,gemini3f,1,S032,2113,121,0.0014195
1787926255,decomposed,gemini3f,1,S024,2221,128,0.0014945
1787926255,naive,gemma27b,1,S139,440,71,5.755e-05
1787926255,naive,gemma27b,1,S128,481,80,7.3239e-05
1787926255,naive,gemma27b,1,S140,439,77,6.017e-05
1787926256,naive,gemma27b,1,S141,477,75,6.231e-05
1787926256,decomposed,gemini3f,1,S036,2195,125,0.0014725
1787926257,decomposed,gemini3f,1,S040,2112,134,0.001458
1787926257,naive,gemma27b,1,S142,410,58,4.93e-05
1787926257,decomposed,gpt52,1,S123,2152,576,0.0092092
1787926257,naive,gemma27b,1,S145,465,79,6.315e-05
1787926258,naive,gemma27b,1,S149,452,65,5.581e-05
1787926258,naive,gemma27b,1,S133,428,62,6.14e-05
1787926258,decomposed,gemini3f,1,S042,2113,122,0.0014225
1787926258,naive,gemma27b,1,S146,433,55,5.98e-05
1787926259,decomposed,gemini3f,1,S043,2124,127,0.001443
1787926259,naive,gemma27b,1,S148,478,69,5.969e-05
1787926259,decomposed,gemini3f,1,S044,2116,126,0.001436
1787926259,naive,gemma27b,1,S131,484,91,7.007e-05
1787926260,decomposed,gpt52,1,S144,2128,836,0.0128072
1787926260,decomposed,gemini3f,1,S045,2124,130,0.001452
1787926260,naive,gemma27b,1,S135,468,81,6.429e-05
1787926260,decomposed,gemini3f,1,S048,2127,126,0.0014415
1787926261,decomposed,gemini3f,1,S049,2135,135,0.0014725
1787926261,naive,gemma27b,1,S138,427,58,6.026e-05
1787926261,naive,gemma27b,1,S143,434,66,6.32e-05
1787926262,decomposed,gemini3f,1,S056,2184,127,0.001473
1787926262,decomposed,gemini3f,1,S059,2204,133,0.001501
1787926262,decomposed,gemini3f,1,S053,2149,135,0.0014795
1787926263,decomposed,gemini3f,1,S061,2153,132,0.0014725
1787926263,naive,kimi25,1,S014,313,50,0.0003378
1787926264,decomposed,gemini3f,1,S065,2164,142,0.001508
1787926264,decomposed,gemini3f,1,S068,2176,132,0.001484
1787926264,naive,gemma27b,1,S150,397,73,5.501e-05
1787926264,decomposed,gemini3f,1,S074,2158,140,0.001499
1787926264,decomposed,gemini3f,1,S069,2194,144,0.001529
1787926266,decomposed,gemini3f,1,S076,2180,125,0.001465
1787926266,decomposed,gemini3f,1,S079,2144,134,0.001474
1787926266,decomposed,gemini3f,1,S081,2134,132,0.001463
1787926266,decomposed,gemini3f,1,S083,2174,123,0.001456
1787926268,decomposed,gemini3f,1,S089,2207,125,0.0014785
1787926268,decomposed,gemini3f,1,S084,2175,128,0.0014715
1787926268,decomposed,gemini3f,1,S093,2146,125,0.001448
1787926268,decomposed,gemini3f,1,S100,2218,129,0.001496
1787926270,decomposed,gemini3f,1,S112,2190,134,0.001497
1787926270,decomposed,gemini3f,1,S111,2227,131,0.0015065
1787926270,decomposed,gemini3f,1,S116,2223,134,0.0015135
1787926270,naive,kimi25,1,S007,307,782,0.00182469
1787926270,decomposed,gemini3f,1,S109,2215,134,0.0015095
1787926271,decomposed,gemini3f,1,S123,2223,122,0.0014775
1787926272,decomposed,gemini3f,1,S117,2179,124,0.0014615
1787926272,decomposed,gemini3f,1,S130,2167,130,0.0014735
1787926273,decomposed,gemini3f,1,S132,2192,149,0.001543
1787926273,decomposed,gemini3f,1,S137,2212,131,0.001499
1787926274,naive,kimi25,1,S008,311,1013,0.0024192
1787926274,decomposed,gemini3f,1,S147,2206,121,0.001466
1787926275,naive,kimi25,1,S009,356,1114,0.00320004
1787926275,decomposed,gemini3f,1,S144,2193,124,0.0014685
1787926275,naive,kimi25,1,S016,348,846,0.0027468
1787926276,naive,kimi25,1,S006,330,1289,0.004065
1787926279,naive,kimi25,1,S011,344,1325,0.00397233
1787926279,decomposed,gemma27b,1,S012,2148,134,0.00023214
1787926281,decomposed,gemma27b,1,S004,2100,132,0.0002496
1787926282,decomposed,gemma27b,1,S019,2110,124,0.00018864
1787926282,decomposed,gemma27b,1,S017,2137,125,0.0002512
1787926286,decomposed,gemma27b,1,S024,2233,126,0.000290927
1787926287,decomposed,gemma27b,1,S040,2125,131,0.00014831
1787926287,decomposed,gemma27b,1,S036,2208,133,0.00015585
1787926288,naive,kimi25,1,S013,407,2163,0.00605988
1787926290,decomposed,gemma27b,1,S032,2122,128,0.0002506
1787926290,naive,kimi25,1,S021,393,1167,0.0037368
1787926291,naive,kimi25,1,S022,345,1108,0.003531
1787926291,decomposed,gemma27b,1,S042,2126,119,0.00014299
1787926293,decomposed,gemma27b,1,S044,2129,130,0.00014818
1787926294,decomposed,gemma27b,1,S045,2137,125,0.00014657
1787926296,decomposed,gemma27b,1,S048,2140,129,0.00014861
1787926297,naive,kimi25,1,S005,306,2559,0.00589545
1787926298,naive,kimi25,1,S015,359,2529,0.0078024
1787926299,naive,kimi25,1,S020,322,1636,0.00424778
1787926299,decomposed,gemma27b,1,S043,2133,119,0.00018968
1787926302,decomposed,gemma27b,1,S053,2158,129,0.00019328
1787926302,decomposed,gemma27b,1,S049,2147,126,0.000280693
1787926303,naive,kimi25,1,S025,320,1674,0.00383754
1787926304,decomposed,gemma27b,1,S056,2193,117,0.00019416
1787926305,decomposed,gemma27b,1,S059,2213,143,0.0002642
1787926306,naive,kimi25,1,S030,332,527,0.00126219
1787926307,decomposed,gemma27b,1,S061,2166,141,0.00015609
1787926310,naive,kimi25,1,S010,343,1748,0.00490482
1787926312,decomposed,gemma27b,1,S069,2203,136,0.0002611
1787926317,decomposed,gemma27b,1,S065,2177,139,0.00023671
1787926317,decomposed,gemma27b,1,S074,2170,134,0.00028503
1787926317,decomposed,gemma27b,1,S068,2185,138,0.00019688
1787926318,decomposed,gemma27b,1,S076,2189,141,0.0002612
1787926319,naive,kimi25,1,S029,337,1707,0.00479088
1787926319,naive,kimi25,1,S033,427,1067,0.0034572
1787926320,naive,kimi25,1,S027,327,1505,0.0035334
1787926323,decomposed,gemma27b,1,S081,2147,120,0.00014512
1787926324,decomposed,gemma27b,1,S083,2187,127,0.00015147
1787926325,decomposed,gemma27b,1,S079,2157,130,0.00023106
1787926328,naive,kimi25,1,S026,314,3200,0.00880956
1787926330,decomposed,gemma27b,1,S093,2159,126,0.00014878
1787926330,naive,kimi25,1,S018,327,2426,0.00560565
1787926332,decomposed,gemma27b,1,S100,2231,143,0.00016219
1787926332,decomposed,gemma27b,1,S084,2188,130,0.0001529
1787926332,decomposed,gemma27b,1,S089,2216,129,0.0002603
1787926336,decomposed,gemma27b,1,S109,2224,147,0.0002665
1787926338,decomposed,gemma27b,1,S112,2203,135,0.00015635
1787926341,decomposed,gemma27b,1,S111,2236,135,0.00020048
1787926341,decomposed,gemma27b,1,S117,2192,135,0.00015547
1787926342,decomposed,gemma27b,1,S116,2232,127,0.0002613
1787926343,decomposed,gemma27b,1,S123,2232,129,0.0002619
1787926345,decomposed,gemma27b,1,S130,2176,129,0.0002563
1787926346,decomposed,gemma27b,1,S132,2201,133,0.00026
1787926346,naive,kimi25,1,S039,429,1880,0.0058974
1787926347,decomposed,gemma27b,1,S137,2225,131,0.00015631
1787926347,naive,kimi25,1,S028,330,4063,0.00921729
1787926348,decomposed,gemma27b,1,S144,2206,138,0.00015794
1787926350,naive,kimi25,1,S034,342,1588,0.00364178
1787926354,decomposed,gemma27b,1,S147,2219,141,0.00016033
1787926355,naive,kimi25,1,S038,331,2871,0.00793044
1787926360,naive,kimi25,1,S050,334,937,0.00271026
1787926362,naive,kimi25,1,S037,337,1156,0.00275265
1787926364,naive,kimi25,1,S035,359,3950,0.01085886
1787926364,naive,kimi25,1,S041,356,2628,0.00674444
1787926365,naive,kimi25,1,S051,338,1067,0.0034038
1787926367,naive,kimi25,1,S047,361,1612,0.00454734
1787926370,naive,kimi25,1,S046,342,2300,0.0053289
1787926372,naive,kimi25,1,S023,345,5065,0.0115515
1787926373,naive,kimi25,1,S054,344,801,0.00234846
1787926375,decomposed,kimi25,1,S004,2036,1687,0.00484794
1787926376,naive,kimi25,1,S052,329,1470,0.00414666
1787926383,naive,kimi25,1,S062,339,1133,0.0036024
1787926385,naive,kimi25,1,S058,335,1590,0.0044739
1787926387,decomposed,kimi25,1,S001,2036,3282,0.00996084
1787926389,naive,kimi25,1,S060,373,2068,0.00535277
1787926393,naive,kimi25,1,S063,395,1439,0.004554
1787926397,naive,kimi25,1,S057,336,2504,0.00694224
1787926399,naive,kimi25,1,S071,392,965,0.0031302
1787926404,decomposed,kimi25,1,S002,2040,2731,0.00706275
1787926406,naive,kimi25,1,S066,360,2234,0.006918
1787926408,naive,kimi25,1,S070,378,1434,0.00407592
1787926408,decomposed,kimi25,1,S003,2036,2298,0.0072226
1787926417,decomposed,kimi25,1,S012,2089,2031,0.0055098
1787926420,naive,kimi25,1,S075,386,1621,0.0050946
1787926420,naive,kimi25,1,S064,350,3446,0.0094932
1787926421,naive,kimi25,1,S072,383,2029,0.00568512
1787926429,naive,kimi25,1,S082,388,691,0.00207522
1787926432,naive,kimi25,1,S073,396,2335,0.00535899
1787926437,naive,kimi25,1,S085,408,1269,0.00364662
1787926441,decomposed,kimi25,1,S024,2161,1735,0.0041466
1787926446,naive,kimi25,1,S080,421,2400,0.00551649
1787926448,naive,kimi25,1,S090,369,773,0.00228636
1787926453,naive,kimi25,1,S078,378,2364,0.00541614
1787926453,decomposed,kimi25,1,S019,2048,1889,0.00655101
1787926460,naive,kimi25,1,S055,408,6548,0.01484364
1787926463,decomposed,kimi25,1,S032,2064,3032,0.0094384
1787926466,naive,kimi25,1,S087,431,2441,0.00561324
1787926466,naive,kimi25,1,S088,438,1986,0.0062208
1787926472,naive,kimi25,1,S031,334,11668,0.0264033
1787926477,decomposed,kimi25,1,S036,2156,2096,0.0056862
1787926479,decomposed,kimi25,1,S040,2056,2032,0.0064336
1787926482,naive,kimi25,1,S092,530,2640,0.0074142
1787926489,naive,kimi25,1,S091,414,2547,0.00584409
1787926494,naive,kimi25,1,S097,381,1496,0.00346449
1787926497,naive,kimi25,1,S077,458,5949,0.01351839
1787926502,decomposed,kimi25,1,S043,2072,1744,0.0055792
1787926507,naive,kimi25,1,S098,470,2766,0.007722
1787926510,naive,kimi25,1,S096,406,3048,0.0093876
1787926521,naive,kimi25,1,S101,460,2136,0.006684
1787926523,naive,kimi25,1,S102,391,1975,0.00554364
1787926525,decomposed,kimi25,1,S045,2072,1355,0.00325155
1787926527,decomposed,kimi25,1,S044,2065,3235,0.010048
1787926530,naive,kimi25,1,S095,399,4753,0.01080084
1787926532,decomposed,kimi25,1,S042,2064,3844,0.0088482
1787926534,naive,kimi25,1,S094,410,2856,0.00652538
1787926539,decomposed,kimi25,1,S017,2076,9634,0.0226107
1787926540,naive,kimi25,1,S086,404,7523,0.01703559
1787926543,naive,kimi25,1,S110,405,638,0.0019413
1787926549,naive,kimi25,1,S104,435,2742,0.008487
1787926550,decomposed,kimi25,1,S048,2073,1878,0.0059818
1787926565,decomposed,kimi25,1,S053,2096,2453,0.0077206
1787926567,decomposed,kimi25,1,S056,2135,2060,0.006565
1787926568,naive,kimi25,1,S067,384,12158,0.02745534
1787926568,decomposed,kimi25,1,S049,2087,2798,0.0087502
1787926569,naive,kimi25,1,S106,413,3689,0.01018332
1787926570,naive,kimi25,1,S107,433,3530,0.0108498
1787926580,naive,kimi25,1,S108,408,3352,0.0103008
1787926581,naive,kimi25,1,S114,548,2902,0.0090348
1787926582,naive,kimi25,1,S103,437,5596,0.01271469
1787926591,naive,kimi25,1,S115,397,3140,0.00804453
1787926598,naive,kimi25,1,S113,446,4564,0.01256364
1787926602,naive,kimi25,1,S119,405,1840,0.00432225
1787926603,decomposed,kimi25,1,S059,2153,3736,0.00937485
1787926607,naive,kimi25,1,S120,440,2908,0.0080892
1787926608,naive,kimi25,1,S127,399,1394,0.004847318
1787926618,naive,kimi25,1,S124,389,2382,0.00546159
1787926618,decomposed,kimi25,1,S061,2104,4063,0.0125554
1787926626,naive,kimi25,1,S126,378,1918,0.00538272
1787926628,naive,kimi25,1,S125,411,2735,0.0084516
1787926628,naive,kimi25,1,S105,425,3823,0.00870788
1787926638,naive,kimi25,1,S129,411,1941,0.00447924
1787926643,decomposed,kimi25,1,S069,2147,2769,0.0071964
1787926644,decomposed,kimi25,1,S068,2127,2955,0.00686414
1787926646,naive,kimi25,1,S134,437,2268,0.007711568
1787926649,naive,kimi25,1,S128,468,1746,0.00405398
1787926658,naive,kimi25,1,S138,400,930,0.00303
1787926658,naive,kimi25,1,S136,447,1482,0.0047142
1787926661,naive,kimi25,1,S118,425,5469,0.01242354
1787926662,naive,kimi25,1,S133,413,2459,0.0076248
1787926667,decomposed,kimi25,1,S074,2111,3345,0.0104056
1787926673,naive,kimi25,1,S131,464,4106,0.01133676
1787926675,decomposed,kimi25,1,S076,2132,2654,0.00751068
1787926676,decomposed,kimi25,1,S079,2098,1984,0.00568332
1787926677,naive,kimi25,1,S139,417,2113,0.0065892
1787926685,naive,kimi25,1,S145,444,841,0.00251046
1787926688,naive,kimi25,1,S142,386,1725,0.00398199
1787926690,naive,kimi25,1,S146,418,795,0.00190389
1787926691,naive,kimi25,1,S135,455,4031,0.00920154
1787926693,naive,haiku45,1,S005,325,83,0.00074
1787926695,naive,haiku45,1,S006,352,81,0.000757
1787926697,naive,haiku45,1,S007,327,87,0.000762
1787926699,naive,haiku45,1,S008,329,81,0.000734
1787926701,naive,haiku45,1,S009,379,85,0.000804
1787926702,naive,haiku45,1,S010,372,79,0.000767
1787926703,naive,kimi25,1,S140,420,3347,0.010293
1787926704,naive,haiku45,1,S011,369,84,0.000789
1787926705,naive,haiku45,1,S013,435,83,0.00085
1787926705,decomposed,kimi25,1,S081,2077,3026,0.0094282
1787926705,naive,haiku45,1,S014,330,78,0.00072
1787926706,naive,kimi25,1,S141,460,3651,0.0101061
1787926706,naive,haiku45,1,S015,401,80,0.000801
1787926707,naive,haiku45,1,S016,373,71,0.000728
1787926708,naive,haiku45,1,S018,347,94,0.000817
1787926708,naive,haiku45,1,S020,348,81,0.000753
1787926708,naive,haiku45,1,S021,417,76,0.000797
1787926709,naive,haiku45,1,S022,375,76,0.000755
1787926709,naive,haiku45,1,S023,381,68,0.000721
1787926710,naive,haiku45,1,S025,341,78,0.000731
1787926711,naive,haiku45,1,S026,335,76,0.000715
1787926711,naive,haiku45,1,S027,353,81,0.000758
1787926712,naive,haiku45,1,S028,359,75,0.000734
1787926712,decomposed,kimi25,1,S083,2118,2502,0.005853
1787926713,decomposed,kimi25,1,S084,2127,2452,0.00574455
1787926714,decomposed,kimi25,1,S065,2112,2936,0.0091792
1787926718,naive,kimi25,1,S121,419,4936,0.01122159
1787926722,naive,kimi25,1,S143,422,4464,0.01228068
1787926731,naive,kimi25,1,S148,471,3031,0.00695874
1787926733,naive,kimi25,1,S150,377,2445,0.00559794
1787926735,naive,haiku45,1,S035,401,93,0.000866
1787926742,naive,haiku45,1,S038,353,87,0.000788
1787926742,decomposed,kimi25,1,S100,2169,2171,0.0069184
1787926743,naive,haiku45,1,S029,359,89,0.000804
1787926743,naive,haiku45,1,S030,351,77,0.000736
1787926745,naive,haiku45,1,S041,374,86,0.000804
1787926745,naive,haiku45,1,S031,356,85,0.000781
1787926745,naive,haiku45,1,S046,365,88,0.000805
1787926746,naive,haiku45,1,S050,354,98,0.000844
1787926746,naive,haiku45,1,S051,365,79,0.00076
1787926748,naive,haiku45,1,S054,371,79,0.000766
1787926748,naive,haiku45,1,S052,357,85,0.000782
1787926749,naive,haiku45,1,S039,460,93,0.000925
1787926749,naive,haiku45,1,S055,437,81,0.000842
1787926750,naive,haiku45,1,S058,357,80,0.000757
1787926751,naive,haiku45,1,S037,369,82,0.000779
1787926751,naive,haiku45,1,S060,412,71,0.000767
1787926752,decomposed,kimi25,1,S093,2097,2297,0.0061119
1787926752,naive,haiku45,1,S063,431,85,0.000856
1787926753,naive,haiku45,1,S064,376,93,0.000841
1787926754,naive,haiku45,1,S066,383,102,0.000893
1787926754,naive,haiku45,1,S034,362,90,0.000812
1787926755,naive,haiku45,1,S057,359,80,0.000759
1787926766,naive,kimi25,1,S122,437,4795,0.0109854
1787926769,naive,haiku45,1,S033,,,
1787926775,decomposed,kimi25,1,S109,2159,3470,0.00972846
1787926778,naive,kimi25,1,S149,439,5909,0.01341984
1787926781,decomposed,kimi25,1,S111,2166,2316,0.0054561
1787926788,decomposed,kimi25,1,S112,2141,2672,0.00756414
1787926795,naive,haiku45,1,S047,,,
1787926801,naive,haiku45,1,S075,424,84,0.000844
1787926802,naive,haiku45,1,S062,,,
1787926803,naive,haiku45,1,S078,418,93,0.000883
1787926803,naive,haiku45,1,S082,416,82,0.000826
1787926804,naive,haiku45,1,S080,462,96,0.000942
1787926804,naive,haiku45,1,S067,,,
1787926805,naive,haiku45,1,S085,457,98,0.000947
1787926805,naive,haiku45,1,S071,,,
1787926805,naive,haiku45,1,S070,,,
1787926805,naive,haiku45,1,S086,439,94,0.000909
1787926805,naive,haiku45,1,S072,,,
1787926806,naive,haiku45,1,S087,471,102,0.000981
1787926806,naive,haiku45,1,S088,491,90,0.000941
1787926806,naive,haiku45,1,S090,392,83,0.000807
1787926807,naive,haiku45,1,S091,445,84,0.000865
1787926807,naive,haiku45,1,S092,584,111,0.001139
1787926807,naive,haiku45,1,S095,447,81,0.000852
1787926808,naive,haiku45,1,S097,422,87,0.000857
1787926808,naive,haiku45,1,S096,454,102,0.000964
1787926808,naive,haiku45,1,S101,497,97,0.000982
1787926808,naive,haiku45,1,S102,436,79,0.000831
1787926809,decomposed,kimi25,1,S117,2129,2064,0.0065734
1787926809,naive,haiku45,1,S099,481,130,0.001131
1787926809,naive,haiku45,1,S098,541,96,0.001021
1787926810,naive,haiku45,1,S103,481,90,0.000931
1787926810,naive,haiku45,1,S105,454,94,0.000924
1787926817,decomposed,kimi25,1,S089,2161,3160,0.00808245
1787926817,naive,haiku45,1,S073,,,
1787926829,naive,haiku45,1,S077,,,
1787926856,naive,haiku45,1,S094,,,
1787926859,naive,haiku45,1,S104,,,
1787926859,naive,haiku45,1,S106,,,
1787926859,naive,haiku45,1,S107,,,
1787926860,naive,haiku45,1,S108,,,
1787926860,naive,haiku45,1,S110,,,
1787926860,naive,haiku45,1,S113,,,
1787926861,naive,haiku45,1,S120,483,99,0.000978
1787926861,naive,haiku45,1,S121,482,99,0.000977
1787926861,naive,haiku45,1,S115,438,100,0.000938
1787926862,naive,haiku45,1,S122,480,88,0.00092
1787926862,naive,haiku45,1,S124,424,89,0.000869
1787926862,naive,haiku45,1,S125,459,107,0.000994
1787926863,naive,haiku45,1,S118,470,81,0.000875
1787926863,decomposed,kimi25,1,S123,2167,5650,0.01561878
1787926863,naive,haiku45,1,S128,518,100,0.001018
1787926863,naive,haiku45,1,S126,414,85,0.000839
1787926863,naive,haiku45,1,S129,452,93,0.000917
1787926864,naive,haiku45,1,S131,533,97,0.001018
1787926864,naive,haiku45,1,S133,456,94,0.000926
1787926865,naive,haiku45,1,S134,471,95,0.000946
1787926865,naive,haiku45,1,S136,486,99,0.000981
1787926865,naive,haiku45,1,S135,498,100,0.000998
1787926865,naive,haiku45,1,S138,447,91,0.000902
1787926866,naive,haiku45,1,S119,450,80,0.00085
1787926866,naive,haiku45,1,S141,511,82,0.000921
1787926866,naive,haiku45,1,S142,430,86,0.00086
1787926869,naive,haiku45,1,S114,,,
1787926869,decomposed,kimi25,1,S130,2113,3774,0.01052442
1787926884,naive,kimi25,1,S099,430,3802,0.00858992
1787926887,naive,sonnet5,1,S005,463,75,0.001676
1787926890,naive,sonnet5,1,S006,516,86,0.001892
1787926897,decomposed,kimi25,1,S137,2173,1678,0.0054418
1787926899,naive,sonnet5,1,S007,464,79,0.001718
1787926902,naive,sonnet5,1,S008,477,80,0.001754
1787926904,decomposed,kimi25,1,S116,2174,2853,0.00665579
1787926905,naive,sonnet5,1,S009,544,88,0.001968
1787926908,naive,sonnet5,1,S010,533,86,0.001926
1787926911,naive,sonnet5,1,S011,519,96,0.001998
1787926912,naive,haiku45,1,S127,,,
1787926914,naive,sonnet5,1,S013,660,96,0.00228
1787926915,naive,sonnet5,1,S014,486,75,0.001722
1787926915,naive,haiku45,1,S140,,,
1787926916,naive,haiku45,1,S143,,,
1787926916,naive,haiku45,1,S145,,,
1787926916,naive,haiku45,1,S139,,,
1787926916,naive,haiku45,1,S146,,,
1787926917,naive,haiku45,1,S148,,,
1787926918,naive,sonnet5,1,S018,508,78,0.001796
1787926918,naive,sonnet5,1,S015,576,97,0.002122
1787926918,naive,haiku45,1,S149,,,
1787926919,naive,sonnet5,1,S020,493,82,0.001806
1787926919,naive,sonnet5,1,S022,529,74,0.001798
1787926919,naive,sonnet5,1,S021,635,87,0.00214
1787926920,naive,haiku45,1,S150,,,
1787926920,naive,sonnet5,1,S023,537,74,0.001814
1787926920,naive,sonnet5,1,S025,499,74,0.001738
1787926920,naive,sonnet5,1,S026,503,84,0.001846
1787926921,naive,sonnet5,1,S027,520,85,0.00189
1787926921,naive,sonnet5,1,S029,524,82,0.001868
1787926922,naive,sonnet5,1,S030,514,81,0.001838
1787926922,decomposed,haiku45,1,S001,2227,222,0.003337
1787926922,naive,sonnet5,1,S031,514,83,0.001858
1787926923,naive,sonnet5,1,S034,529,76,0.001818
1787926924,naive,sonnet5,1,S037,519,141,0.002448
1787926924,naive,sonnet5,1,S035,565,99,0.00212
1787926924,naive,sonnet5,1,S039,719,74,0.002178
1787926925,decomposed,kimi25,1,S147,2155,1413,0.0041724
1787926925,decomposed,haiku45,1,S002,2237,218,0.003327
1787926925,naive,sonnet5,1,S041,580,88,0.00204
1787926925,naive,sonnet5,1,S047,553,70,0.001806
1787926925,naive,sonnet5,1,S046,533,79,0.001856
1787926927,naive,sonnet5,1,S051,532,84,0.001904
1787926927,naive,sonnet5,1,S028,522,83,0.001874
1787926927,decomposed,haiku45,1,S003,2229,200,0.003229
1787926927,decomposed,haiku45,1,S004,2226,165,0.003051
1787926927,naive,sonnet5,1,S050,522,96,0.002004
1787926927,naive,sonnet5,1,S054,548,78,0.001876
1787926928,naive,sonnet5,1,S057,509,92,0.001938
1787926928,naive,sonnet5,1,S055,666,95,0.002282
1787926929,decomposed,haiku45,1,S012,2286,211,0.003341
1787926929,decomposed,haiku45,1,S017,2262,197,0.003247
1787926931,decomposed,haiku45,1,S024,2378,167,0.003213
1787926932,decomposed,haiku45,1,S019,2245,210,0.003295
1787926936,decomposed,haiku45,1,S036,2359,229,0.003504
1787926939,decomposed,haiku45,1,S040,2259,266,0.003589
1787926939,decomposed,haiku45,1,S032,2262,215,0.003337
1787926941,decomposed,haiku45,1,S042,2259,185,0.003184
1787926941,decomposed,haiku45,1,S043,2270,201,0.003275
1787926943,decomposed,haiku45,1,S044,2268,174,0.003138
1787926944,decomposed,haiku45,1,S045,2266,164,0.003086
1787926945,decomposed,haiku45,1,S048,2267,189,0.003212
1787926946,decomposed,haiku45,1,S049,2285,214,0.003355
1787926947,decomposed,haiku45,1,S053,2288,161,0.003093
1787926950,decomposed,haiku45,1,S056,2341,175,0.003216
1787926950,decomposed,haiku45,1,S059,2359,240,0.003559
1787926953,decomposed,kimi25,1,S144,2139,4751,0.0109227
1787926958,decomposed,kimi25,1,S132,2138,3276,0.0083331
1787926963,naive,sonnet5,1,S016,,,
1787926972,naive,sonnet5,1,S033,,,
1787926972,naive,sonnet5,1,S038,,,
1787926977,naive,sonnet5,1,S052,,,
1787926978,naive,sonnet5,1,S062,,,
1787926978,naive,sonnet5,1,S063,,,
1787926979,naive,sonnet5,1,S060,,,
1787926979,naive,sonnet5,1,S058,,,
1787926979,naive,sonnet5,1,S066,,,
1787926980,naive,sonnet5,1,S064,,,
1787926982,naive,sonnet5,1,S078,573,98,0.002126
1787926983,decomposed,haiku45,1,S061,2313,194,0.003283
1787926984,decomposed,haiku45,1,S065,2325,186,0.003255
1787926985,naive,sonnet5,1,S082,630,153,0.00279
1787926985,naive,sonnet5,1,S085,671,102,0.002362
1787926986,naive,sonnet5,1,S072,617,90,0.002134
1787926986,decomposed,haiku45,1,S074,2325,261,0.00363
1787926987,naive,sonnet5,1,S073,625,77,0.00202
1787926987,decomposed,haiku45,1,S076,2328,221,0.003433
1787926987,naive,sonnet5,1,S075,602,83,0.002034
1787926987,decomposed,haiku45,1,S068,2329,209,0.003374
1787926988,naive,sonnet5,1,S086,642,105,0.002334
1787926989,naive,sonnet5,1,S087,663,100,0.002326
1787926989,decomposed,haiku45,1,S079,2303,225,0.003428
1787926989,decomposed,haiku45,1,S081,2276,247,0.003511
1787926990,naive,sonnet5,1,S088,750,97,0.00247
1787926990,decomposed,haiku45,1,S083,2327,219,0.003422
1787926990,naive,sonnet5,1,S091,652,107,0.002374
1787926991,naive,sonnet5,1,S070,608,91,0.002126
1787926992,naive,sonnet5,1,S094,638,76,0.002036
1787926992,decomposed,haiku45,1,S084,2336,166,0.003166
1787926992,decomposed,haiku45,1,S069,2363,201,0.003368
1787926992,decomposed,haiku45,1,S093,2313,212,0.003373
1787926993,decomposed,haiku45,1,S089,2377,264,0.003697
